order,????,??,type,slotRole,relativeDifficulty,chains,width,height,score,coverage,openers,packs,levelId,sourceAsset,exportAsset,exportMeta,qualityFlags,portableQuality
440,??,1,section,Normal,Normal,161,23,44,148.5,0.976,23,direct_pure_topup_slice08_candidates,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,Levels/440_section_direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,Levels/440_section_direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset.meta,ok,ok
441,??,1,sweep,Recovery,Recovery,105,22,36,179.3,0.990,14,direct_normal_topup_candidates,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,Levels/441_sweep_direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,Levels/441_sweep_direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset.meta,ok,ok
442,hole,1,hole_rescue,HoleRescue,Mechanic,81,34,28,267,0.969,11,hole_combined_20260613,hole_candidate_101_wide_34x28_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset,Levels/442_hole_rescue_hole_candidate_101_wide_34x28_shell.asset,Levels/442_hole_rescue_hole_candidate_101_wide_34x28_shell.asset.meta,hole10_v4:OuterShell:keep,hole10_v4_keep
443,??,1,shape_symbol,Shape,Novelty,90,28,42,260,0.984,13,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,Levels/443_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigi.asset,Levels/443_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigi.asset.meta,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,Normal
444,??,2,dense,Pressure,Hard,159,23,43,161.6,0.981,15,direct_pure_topup_slice09_candidates,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,Levels/444_dense_direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,Levels/444_dense_direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset.meta,ok,ok
445,??,1,sweep,Recovery,Recovery,197,24,51,130.3,0.980,25,direct_advanced_candidates,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,Levels/445_sweep_direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,Levels/445_sweep_direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset.meta,ok,ok
446,??,1,dense,Normal,Normal,136,22,38,162.8,0.982,20,direct_polish_clean_candidates,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,Levels/446_dense_direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,Levels/446_dense_direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset.meta,ok,ok
447,??,1,shape_object,Shape,Novelty,91,28,42,237,0.69,13,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,Levels/447_shape_object_r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttooth.asset,Levels/447_shape_object_r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttooth.asset.meta,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
448,??,2,section,Pressure,Hard,196,24,48,128.8,0.979,22,direct_advanced_candidates,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,Levels/448_section_direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,Levels/448_section_direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset.meta,ok,ok
449,??,4,lock,Peak,RelativeExtreme,181,27,41,118.1,0.985,28,direct_pure_topup_slice07_candidates,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,Levels/449_lock_direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,Levels/449_lock_direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset.meta,ok,ok
450,??,1,section,Normal,Normal,165,24,44,147.4,0.982,23,direct_pure_topup_slice10_candidates,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,Levels/450_section_direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,Levels/450_section_direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset.meta,ok,ok
451,hole,1,hole_rescue,HoleRescue,Mechanic,64,24,28,255,0.98,14,hole_combined_20260613,hole_candidate_030_std_24x28_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_030_std_24x28_lock.asset,Levels/451_hole_rescue_hole_candidate_030_std_24x28_lock.asset,Levels/451_hole_rescue_hole_candidate_030_std_24x28_lock.asset.meta,hole10_v4:LockBuckle:keep,hole10_v4_keep
452,??,1,lock,Normal,Normal,154,23,42,162.9,0.976,25,direct_pure_topup_slice07_candidates,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,Levels/452_lock_direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,Levels/452_lock_direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset.meta,ok,ok
453,??,1,shape_character,Shape,Novelty,88,30,42,234,0.973,12,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,Levels/453_shape_character_r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall.asset,Levels/453_shape_character_r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall.asset.meta,rel:Novelty:ShapeVisual:Shape:Character:animals-mascots:character:main,Flow
454,??,2,section,Pressure,Hard,159,25,40,147.2,0.978,19,direct_pure_topup_slice09_candidates,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset,Levels/454_section_direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset,Levels/454_section_direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset.meta,ok,ok
455,??,1,dense,Normal,Normal,149,22,42,147.1,0.981,22,direct_pure_topup_slice07_candidates,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,Levels/455_dense_direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,Levels/455_dense_direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset.meta,ok,ok
456,??,4,section,Peak,RelativeExtreme,224,28,50,132.7,0.985,26,direct_advanced_candidates,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,Levels/456_section_direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,Levels/456_section_direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset.meta,ok,ok
457,??,1,sweep,Recovery,Recovery,117,23,40,160.8,0.982,10,direct_normal_topup_candidates,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,Levels/457_sweep_direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,Levels/457_sweep_direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset.meta,ok,ok
458,??,1,shape_nature,Shape,Novelty,86,30,42,247,0.491,12,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,Levels/458_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall.asset,Levels/458_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall.asset.meta,NoRisk|yellow_replacement:StartFakeWide|BottleneckHeavy,Normal
459,??,1,section,Normal,Normal,180,24,47,110.7,0.971,25,direct_pure_topup_slice07_candidates,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,Levels/459_section_direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,Levels/459_section_direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset.meta,ok,ok
460,??,1,lock,Normal,Normal,156,25,39,159.1,0.977,24,direct_pure_topup_slice08_candidates,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,Levels/460_lock_direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,Levels/460_lock_direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset.meta,ok,ok
461,??,1,sweep,Recovery,Recovery,168,25,41,161.3,0.985,16,direct_pure_topup_slice07_candidates,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,Levels/461_sweep_direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,Levels/461_sweep_direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset.meta,ok,ok
462,??,1,dense,Normal,Normal,135,21,40,163.5,0.986,16,direct_pure_topup_slice08_candidates,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,Levels/462_dense_direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,Levels/462_dense_direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset.meta,ok,ok
463,??,1,shape_landmark,Shape,Novelty,86,30,44,246,0.473,12,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,Levels/463_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall.asset,Levels/463_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall.asset.meta,NoRisk|yellow_replacement:StartFakeWide|PeakTooFlat,Normal
464,??,2,lock,Pressure,Hard,111,22,38,197.7,0.988,12,direct_normal_topup_candidates,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset,Levels/464_lock_direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset,Levels/464_lock_direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset.meta,ok,ok
465,??,1,sweep,Recovery,Recovery,213,28,48,127.4,0.978,27,direct_advanced_candidates,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,Levels/465_sweep_direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,Levels/465_sweep_direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset.meta,ok,ok
466,??,1,section,Normal,Normal,166,26,40,151.8,0.976,21,direct_pure_topup_slice07_candidates,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset,Levels/466_section_direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset,Levels/466_section_direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset.meta,ok,ok
467,hole,1,hole_rescue,HoleRescue,Mechanic,63,26,26,254,0.978,8,hole_combined_20260613,hole_topup_031_topup_std_26x26_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset,Levels/467_hole_rescue_hole_topup_031_topup_std_26x26_maze.asset,Levels/467_hole_rescue_hole_topup_031_topup_std_26x26_maze.asset.meta,hole10_v4:MazeLongChain:keep,hole10_v4_keep
468,??,1,shape_toolui,Shape,Novelty,84,30,42,241,0.487,12,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,Levels/468_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrencht.asset,Levels/468_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrencht.asset.meta,NoRisk|yellow_replacement:GrindyLowClear,Normal
469,??,2,maze,Pressure,Hard,366,38,62,99.7,0.970,20,direct_polish_extreme_long_candidates,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset,Levels/469_maze_direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset,Levels/469_maze_direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset.meta,ok,ok
470,??,1,section,Recovery,Recovery,149,25,38,156.1,0.968,21,direct_pure_topup_slice09_candidates,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,Levels/470_section_direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,Levels/470_section_direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset.meta,ok,ok
471,??,1,sweep,Recovery,Recovery,106,22,38,195.4,0.986,11,direct_normal_topup_candidates,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,Levels/471_sweep_direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,Levels/471_sweep_direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset.meta,ok,ok
472,??,2,section,Pressure,Hard,231,28,51,128.8,0.977,27,direct_advanced_candidates,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,Levels/472_section_direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,Levels/472_section_direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset.meta,ok,ok
473,??,1,shape_landmark,Shape,Novelty,82,30,42,236,0.481,11,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,Levels/473_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall.asset,Levels/473_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall.asset.meta,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
474,??,1,dense,Recovery,Recovery,178,26,44,114.2,0.983,25,direct_advanced_candidates,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,Levels/474_dense_direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,Levels/474_dense_direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset.meta,ok,ok
475,??,1,section,Normal,Normal,195,24,51,116.2,0.986,26,direct_advanced_candidates,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset,Levels/475_section_direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset,Levels/475_section_direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset.meta,ok,ok
476,??,2,lock,Pressure,Hard,126,23,41,153.8,0.982,17,direct_normal_candidates,direct_normal_136_direct_normal_rect_core_burst_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,Levels/476_lock_direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,Levels/476_lock_direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset.meta,ok,ok
477,hole,1,hole_rescue,HoleRescue,Mechanic,60,24,28,252,0.98,5,hole_combined_20260613,hole_candidate_032_std_24x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset,Levels/477_hole_rescue_hole_candidate_032_std_24x28_dense.asset,Levels/477_hole_rescue_hole_candidate_032_std_24x28_dense.asset.meta,hole10_v4:DenseWeave:keep,hole10_v4_keep
