"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","targetWidth","targetHeight","plannedWidth","plannedHeight","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"445","45","545","Main/Level_Main_445","normal","困难","Recovery","Hard","ReplacedStrict0910","c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L445_direct_advanced_31_direct_advanced_veryhard_rect_s.asset","strict152","PeelMid","rail_chain","Hard","24","51","26","35","0.981","9","7","3","0.844","0.213","8","5"
"446","45","546","Main/Level_Main_446","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_46_nutation_strict_mixed_hard_v1_rect_s45_o446_v00_strictmixedhard_mixed_chain.asset","direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L446_direct_polish_clean_21_direct_polish_normal_rect_d.asset","strict152","PeelLight","curve_chain","NormalPeelLight","22","38","22","30","0.98","8","8","5","0.841","0.228","7","7"
"447","45","547","Main/Level_Main_447","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L447_r2_outer_strong_005_r2_006_a401_maskonlyb02_08_com.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L447_r2_outer_strong_005_r2_006_a401_maskonlyb02_08_com.asset","","","","","31","36","","","","","","","","","",""
"448","45","548","Main/Level_Main_448","normal","特别困难","Pressure","","OriginalNonTarget","direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L448_direct_advanced_46_direct_advanced_veryhard_rect_q.asset","direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L448_direct_advanced_46_direct_advanced_veryhard_rect_q.asset","","","","","24","48","","","","","","","","","",""
"449","45","549","Main/Level_Main_449","normal","极难","Peak","Peak","OriginalTargetMissingStrict","direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L449_direct_pure_topup_07_14_direct_polish_hard_pure_re.asset","direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L449_direct_pure_topup_07_14_direct_polish_hard_pure_re.asset","","LongChainProbe","rail_chain","PeakReview","27","41","26","34","","","","","","","",""
"450","45","550","Main/Level_Main_450","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L450_direct_pure_topup_10_19_direct_polish_hard_pure_re.asset","direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L450_direct_pure_topup_10_19_direct_polish_hard_pure_re.asset","","","","","24","44","","","","","","","","","",""
"451","46","551","Main/Level_Main_451_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_highchain_extra_018_hc2_32x30_lock_a","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L451_hole_highchain_extra_018_hc2_32x30_lock_a.asset","hole_highchain_extra_018_hc2_32x30_lock_a","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L451_hole_highchain_extra_018_hc2_32x30_lock_a.asset","","","","","32","30","","","","","","","","","",""
"452","46","552","Main/Level_Main_452","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L452_direct_pure_topup_07_02_direct_polish_hard_pure_re.asset","direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L452_direct_pure_topup_07_02_direct_polish_hard_pure_re.asset","","","","","23","42","","","","","","","","","",""
"453","46","553","Main/Level_Main_453","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L453_r2_outer_strong_005_r2_006_a401_maskonlyb02_09_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L453_r2_outer_strong_005_r2_006_a401_maskonlyb02_09_lar.asset","","","","","44","38","","","","","","","","","",""
"454","46","554","Main/Level_Main_454","normal","特别困难","Pressure","","OriginalNonTarget","sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed20260618_100431_dive","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_ske.asset","sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed20260618_100431_dive","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_ske.asset","","","","","34","48","","","","","","","","","",""
"455","46","555","Main/Level_Main_455","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L455_direct_pure_topup_07_23_direct_polish_hard_pure_re.asset","strict152","PeelLight","rail_chain","NormalPeelLight","22","42","24","32","0.986","10","4","4","0.84","0.249","7","6"
"456","46","556","Main/Level_Main_456","normal","极难","Peak","Peak","OriginalTargetMissingStrict","direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L456_direct_advanced_48_direct_advanced_veryhard_rect_s.asset","direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L456_direct_advanced_48_direct_advanced_veryhard_rect_s.asset","","LongChainProbe","patch_chain","PeakReview","28","50","27","36","","","","","","","",""
"457","46","557","Main/Level_Main_457","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L457_direct_normal_topup_72_direct_normal_topup_rect_sw.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","23","40","22","30","0.982","9","7","5","0.824","0.238","8","7"
"458","46","558","Main/Level_Main_458","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb09_22_main_star","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L458_r2_outer_strong_005_r2_006_a401_maskonlyb09_22_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_22_main_star","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L458_r2_outer_strong_005_r2_006_a401_maskonlyb09_22_mai.asset","","","","","38","38","","","","","","","","","",""
"459","46","559","Main/Level_Main_459","normal","困难","Normal","Hard","ReplacedStrict0910","c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L459_direct_pure_topup_07_17_direct_polish_hard_pure_re.asset","strict152","PeelMid","curve_chain","Hard","24","47","25","33","0.987","9","6","5","0.823","0.225","6","6"
"460","46","560","Main/Level_Main_460","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L460_direct_pure_topup_08_10_direct_polish_hard_pure_re.asset","direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L460_direct_pure_topup_08_10_direct_polish_hard_pure_re.asset","","","","","25","39","","","","","","","","","",""
"461","47","561","Main/Level_Main_461","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L461_direct_pure_topup_07_18_direct_polish_hard_pure_re.asset","direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L461_direct_pure_topup_07_18_direct_polish_hard_pure_re.asset","","","","","25","41","","","","","","","","","",""
"462","47","562","Main/Level_Main_462","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s46_s50_tail_14_nutation_peel_rect_s47_o462_v01_peellight_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_14_nutation_peel_rect_s47_o462_v01_peellight_curve_chain.asset","direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L462_direct_pure_topup_08_19_direct_polish_hard_pure_re.asset","strict152","PeelLight","curve_chain","NormalPeelLight","21","40","22","30","0.982","10","6","5","0.779","0.296","8","7"
"463","47","563","Main/Level_Main_463","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb08_08_compact_castletower","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L463_r2_outer_strong_005_r2_006_a401_maskonlyb08_08_com.asset","r2_outer_strong_005_r2_006_a401_maskonlyb08_08_compact_castletower","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L463_r2_outer_strong_005_r2_006_a401_maskonlyb08_08_com.asset","","","","","29","38","","","","","","","","","",""
"464","47","564","Main/Level_Main_464","normal","普通/恢复","Pressure","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L464_direct_normal_topup_58_direct_normal_topup_rect_lo.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","22","38","22","30","0.982","9","7","2","0.869","0.246","7","7"
"465","47","565","Main/Level_Main_465","normal","特别困难","Recovery","Peak","OriginalTargetMissingStrict","direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L465_direct_advanced_23_direct_advanced_veryhard_rect_s.asset","direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L465_direct_advanced_23_direct_advanced_veryhard_rect_s.asset","","LongChainProbe","curve_chain","PeakReview","28","48","27","36","","","","","","","",""
"466","47","566","Main/Level_Main_466","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L466_direct_pure_topup_07_05_direct_polish_hard_pure_re.asset","direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L466_direct_pure_topup_07_05_direct_polish_hard_pure_re.asset","","","","","26","40","","","","","","","","","",""
"467","47","567","Main/Level_Main_467_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_topup_031_topup_std_26x26_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L467_hole_topup_031_topup_std_26x26_maze.asset","hole_topup_031_topup_std_26x26_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L467_hole_topup_031_topup_std_26x26_maze.asset","","","","","26","26","","","","","","","","","",""
"468","47","568","Main/Level_Main_468","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb06_03_compact_boombox","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L468_r2_outer_strong_005_r2_006_a401_maskonlyb06_03_com.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_03_compact_boombox","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L468_r2_outer_strong_005_r2_006_a401_maskonlyb06_03_com.asset","","","","","37","29","","","","","","","","","",""
"469","47","569","Main/Level_Main_469","normal","困难","Pressure","Hard","ReplacedStrict0910","c5nep_w12b_34_nutation_strict_mixed_hard_v1_rect_s47_o469_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_34_nutation_strict_mixed_hard_v1_rect_s47_o469_v01_strictmixedhard_mixed_chain.asset","direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L469_direct_polish_hard_18_direct_polish_hard_rect_maze.asset","strict152","PeelMid","curve_chain","Hard","24","42","25","33","0.992","9","9","4","0.864","0.145","5","4"
"470","47","570","Main/Level_Main_470","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L470_direct_pure_topup_09_23_direct_polish_hard_pure_re.asset","direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L470_direct_pure_topup_09_23_direct_polish_hard_pure_re.asset","","","","","25","38","","","","","","","","","",""
"471","48","571","Main/Level_Main_471","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L471_direct_normal_topup_16_direct_normal_topup_rect_sw.asset","strict152","FlowCurve","curve_chain","NormalFlow","22","38","20","27","0.993","9","3","3","0.919","0.047","4","4"
"472","48","572","Main/Level_Main_472","normal","特别困难","Pressure","","OriginalNonTarget","direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L472_direct_advanced_13_direct_advanced_veryhard_rect_s.asset","direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L472_direct_advanced_13_direct_advanced_veryhard_rect_s.asset","","","","","28","51","","","","","","","","","",""
"473","48","573","Main/Level_Main_473","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L473_r2_outer_strong_005_r2_006_a401_maskonlyb05_11_com.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L473_r2_outer_strong_005_r2_006_a401_maskonlyb05_11_com.asset","","","","","33","29","","","","","","","","","",""
"474","48","574","Main/Level_Main_474","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L474_direct_advanced_42_direct_advanced_veryhard_rect_d.asset","direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L474_direct_advanced_42_direct_advanced_veryhard_rect_d.asset","","","","","26","44","","","","","","","","","",""
"475","48","575","Main/Level_Main_475","normal","困难","Normal","Hard","ReplacedStrict0910","c5nep_w13d_44_nutation_strict_mixed_axisbreak_v1_rect_s48_o475_v07_strictmixedaxisbreak_axis_break_chain_b","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_44_nutation_strict_mixed_axisbreak_v1_rect_s48_o475_v07_strictmixedaxisbreak_axis_break_chain_b.asset","direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L475_direct_advanced_36_direct_advanced_veryhard_rect_d.asset","strict152","PeelMid","rail_chain","Hard","24","51","26","35","0.98","10","5","4","0.711","0.296","6","5"
"476","48","576","Main/Level_Main_476","normal","普通/恢复","Pressure","NormalB_NeutralOrPeelLight","ReplacedStrict0910","c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","direct_normal_136_direct_normal_rect_core_burst_g1_v14","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L476_direct_normal_136_direct_normal_rect_core_burst_g1.asset","strict152","PeelLight","rail_chain","NormalPeelLight","23","41","22","30","0.985","10","5","2","0.903","0.152","7","6"
"477","48","577","Main/Level_Main_477_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_032_std_24x28_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L477_hole_candidate_032_std_24x28_dense.asset","hole_candidate_032_std_24x28_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L477_hole_candidate_032_std_24x28_dense.asset","","","","","24","28","","","","","","","","","",""
"478","48","578","Main/Level_Main_478","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L478_r2_outer_strong_005_r2_006_a401_maskonlyb04_09_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L478_r2_outer_strong_005_r2_006_a401_maskonlyb04_09_mai.asset","","","","","38","42","","","","","","","","","",""
