order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,difficultyScore,difficultyScorePctInStage,chainPctInStage,bottleneckPctInStage,grindPctInStage,openerPressureInStage,levelType,type,slotRole,relativeDifficulty,chains,openingGoodMoves,openingGoodMoveRatio,avgAvailableMoves,avgGoodMoveRatio,bottleneckStepRatio,hardBottleneckStepRatio,lowClearRatio,avgClearPerMove,maxLowClearStreak,validationStatus,validationSeverity,validationFlags,shapeId,levelId,assetPath,proposalReason
449,401-450,4,2,-2,,0.624,219.0,0.58,0.76,0.06,0.94,0.0,普通,lock,Peak,RelativeExtreme,181,18.0,0.643,11.547,0.582,0.243,0.017,0.105,6.022,8.0,Green,0,None,,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,chain_top25;grind_high;rhythm=RelativeExtreme;slot=Peak
450,401-450,1,1,0,,0.549,230.0,0.64,0.64,0.32,0.66,0.46,普通,section,Normal,Normal,165,10.0,0.435,12.861,0.56,0.285,0.006,0.048,6.285,6.0,Green,0,None,,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,stage_relative_quota
451,451-500,3,1,-2,ValidationYellow:GrindyLowClear,0.413,141.0,0.34,0.3,0.12,1.0,0.76,hole,hole_rescue,HoleRescue,Mechanic,91,6.0,0.857,14.538,0.518,0.253,0.033,0.198,9.582,13.0,Yellow,18,GrindyLowClear,,hole_highchain_extra_016_hc2_32x30_dual_b,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset,grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
452,451-500,1,1,0,,0.377,178.0,0.44,0.6,0.04,0.46,0.02,普通,lock,Normal,Normal,154,14.0,0.56,15.396,0.517,0.24,0.006,0.071,6.123,5.0,Green,0,None,,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,stage_relative_quota
453,451-500,1,1,0,,0.296,117.0,0.06,0.26,0.56,0.68,0.52,普通,shape_character,Shape,Novelty,88,9.0,0.6,9.409,0.475,0.33,0.023,0.08,8.693,6.0,Green,0,None,shape_main_bean_mascot_tall,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,slot=Shape;shape_visible_level
454,451-500,2,2,0,ValidationYellow:GrindyLowClear,0.566,221.0,0.64,0.66,0.26,0.96,0.2,普通,section,Pressure,Hard,159,12.0,0.632,10.409,0.414,0.277,0.006,0.107,6.151,11.0,Yellow,18,GrindyLowClear,,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset,grind_high;rhythm=Hard;slot=Pressure
455,451-500,1,1,0,,0.475,181.0,0.46,0.54,0.54,0.54,0.08,普通,dense,Normal,Normal,149,13.0,0.591,10.859,0.49,0.329,0.013,0.081,6.081,5.0,Green,0,None,,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,stage_relative_quota
456,451-500,4,2,-2,,0.655,238.0,0.72,0.94,0.18,0.52,0.02,普通,section,Peak,RelativeExtreme,224,14.0,0.538,10.214,0.56,0.268,0.004,0.08,6.156,5.0,Green,0,None,,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,chain_top10;rhythm=RelativeExtreme;slot=Peak
457,451-500,1,1,0,,0.544,197.0,0.58,0.44,0.74,0.68,0.84,普通,sweep,Recovery,Recovery,117,5.0,0.5,8.479,0.506,0.359,0.017,0.06,7.718,6.0,Green,0,None,,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,few_good_openers;slot=Recovery
458,451-500,1,1,0,,0.344,121.0,0.1,0.24,0.96,0.3,0.52,普通,shape_nature,Shape,Novelty,86,9.0,0.692,6.07,0.524,0.453,0.035,0.058,7.198,4.0,Green,14,BottleneckHeavy,shape_main_pine_tree_tall,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,bottleneck_high;slot=Shape;shape_visible_level
459,451-500,1,3,2,,0.689,241.0,0.74,0.74,0.7,0.82,0.08,普通,section,Normal,Normal,180,13.0,0.52,13.878,0.51,0.356,0.017,0.078,6.083,7.0,Green,0,None,,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,stage_relative_quota
460,451-500,1,1,0,,0.435,184.0,0.5,0.62,0.2,0.46,0.2,普通,lock,Normal,Normal,156,12.0,0.5,12.115,0.601,0.269,0.006,0.038,6.109,5.0,Green,0,None,,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,stage_relative_quota
461,451-500,1,2,1,,0.595,225.0,0.66,0.7,0.72,0.68,0.38,普通,sweep,Recovery,Recovery,168,10.0,0.625,11.548,0.461,0.357,0.012,0.077,6.012,6.0,Green,0,None,,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,slot=Recovery
462,451-500,1,1,0,,0.32,141.0,0.34,0.48,0.02,0.38,0.38,普通,dense,Normal,Normal,135,10.0,0.625,7.652,0.529,0.23,0.007,0.074,6.133,4.0,Green,0,None,,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,stage_relative_quota
463,451-500,1,1,0,,0.442,159.0,0.36,0.24,0.52,0.88,0.7,普通,shape_landmark,Shape,Novelty,86,7.0,0.389,10.779,0.502,0.326,0.023,0.116,7.256,6.0,Green,0,None,shape_main_iron_tower_tall,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,grind_high;slot=Shape;shape_visible_level
464,451-500,2,2,0,,0.571,201.0,0.6,0.42,0.66,0.34,0.9,普通,lock,Pressure,Hard,111,4.0,0.333,5.811,0.512,0.351,0.018,0.072,7.441,3.0,Green,12,PeakTooFlat,,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset,few_good_openers;rhythm=Hard;slot=Pressure
465,451-500,1,3,2,RecoveryButHeavy,0.679,279.0,0.86,0.92,0.3,0.82,0.2,普通,sweep,Recovery,Recovery,213,12.0,0.444,11.718,0.493,0.286,0.005,0.08,6.169,7.0,Green,0,None,,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,validation_difficulty_top25;chain_top10;slot=Recovery
466,451-500,1,3,2,,0.685,264.0,0.84,0.68,0.5,0.92,0.52,普通,section,Normal,Normal,166,9.0,0.429,10.343,0.473,0.319,0.006,0.066,6.114,8.0,Green,0,None,,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset,validation_difficulty_top25;grind_high
467,451-500,2,1,-1,,0.335,122.0,0.14,0.06,0.78,0.84,0.9,hole,hole_rescue,HoleRescue,Mechanic,63,4.0,0.5,8.206,0.444,0.365,0.016,0.111,9.381,4.0,Green,0,None,,hole_topup_031_topup_std_26x26_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset,few_good_openers;slot=HoleRescue;hole_stage_relative
468,451-500,1,1,0,,0.275,122.0,0.14,0.18,0.4,0.8,0.3,普通,shape_toolui,Shape,Novelty,84,11.0,0.478,11.571,0.438,0.298,0.012,0.107,7.31,3.0,Green,0,None,shape_main_tool_wrench_tall,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,slot=Shape;shape_visible_level
469,451-500,2,4,2,ValidationYellow:BottleneckHeavy|GrindyLowClear,0.93,417.0,1.0,1.0,0.98,0.98,0.6,普通,maze,Pressure,Hard,366,8.0,0.4,17.087,0.384,0.454,0.014,0.12,6.243,12.0,Yellow,26,BottleneckHeavy|GrindyLowClear,,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset,validation_difficulty_top10;chain_top10;bottleneck_high;grind_high;rhythm=Hard;slot=Pressure
470,451-500,1,1,0,,0.344,170.0,0.4,0.54,0.14,0.68,0.08,普通,section,Recovery,Recovery,149,13.0,0.619,13.081,0.522,0.255,0.007,0.06,6.174,6.0,Green,0,None,,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,slot=Recovery
471,451-500,1,1,0,,0.365,133.0,0.24,0.34,0.8,0.46,0.7,普通,sweep,Recovery,Recovery,106,7.0,0.636,5.292,0.532,0.368,0.019,0.057,7.774,5.0,Green,0,None,,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,slot=Recovery
472,451-500,2,4,2,,0.862,302.0,0.96,0.96,0.64,0.92,0.08,普通,section,Pressure,Hard,231,13.0,0.481,9.883,0.512,0.333,0.035,0.065,6.039,8.0,Green,0,None,,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,validation_difficulty_top10;chain_top10;grind_high;rhythm=Hard;slot=Pressure
473,451-500,1,1,0,,0.279,130.0,0.22,0.12,0.08,0.92,0.6,普通,shape_landmark,Shape,Novelty,82,8.0,0.533,8.305,0.528,0.244,0.012,0.098,7.39,8.0,Green,0,None,shape_main_pyramid_tall,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,grind_high;slot=Shape;shape_visible_level
474,451-500,1,1,0,,0.423,183.0,0.48,0.72,0.4,0.3,0.0,普通,dense,Recovery,Recovery,178,15.0,0.6,15.899,0.529,0.298,0.011,0.045,6.315,4.0,Green,0,None,,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,slot=Recovery
475,451-500,1,3,2,,0.684,258.0,0.8,0.84,0.64,0.82,0.08,普通,section,Normal,Normal,195,13.0,0.5,12.241,0.466,0.333,0.005,0.077,6.19,7.0,Green,0,None,,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset,validation_difficulty_top25;chain_top25
476,451-500,2,1,-1,,0.291,128.0,0.2,0.46,0.22,0.32,0.38,普通,lock,Pressure,Hard,126,10.0,0.588,9.556,0.484,0.27,0.008,0.071,7.349,4.0,Green,0,None,,direct_normal_136_direct_normal_rect_core_burst_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,rhythm=Hard;slot=Pressure
477,451-500,2,1,-1,,0.402,139.0,0.3,0.02,0.86,0.68,0.94,hole,hole_rescue,HoleRescue,Mechanic,60,3.0,0.6,8.983,0.398,0.383,0.017,0.1,9.8,6.0,Green,0,None,,hole_candidate_032_std_24x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset,bottleneck_high;few_good_openers;slot=HoleRescue;hole_stage_relative
478,451-500,1,1,0,,0.333,125.0,0.18,0.24,0.48,0.88,0.6,普通,shape_space,Shape,Novelty,86,8.0,0.471,11.047,0.447,0.314,0.012,0.116,8.64,5.0,Green,0,None,shape_main_space_ufo_icon_tall,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,grind_high;slot=Shape;shape_visible_level
479,451-500,4,3,-1,,0.707,228.0,0.68,0.76,0.48,0.3,0.2,普通,section,Peak,RelativeExtreme,185,12.0,0.5,8.541,0.598,0.314,0.043,0.049,5.87,4.0,Green,0,None,,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset,chain_top25;rhythm=RelativeExtreme;slot=Peak
480,451-500,1,1,0,,0.309,137.0,0.28,0.5,0.42,0.08,0.38,普通,sweep,Recovery,Recovery,141,10.0,0.667,5.752,0.593,0.305,0.014,0.043,6.27,2.0,Green,0,None,,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset,slot=Recovery
481,451-500,1,1,0,,0.287,118.0,0.08,0.4,0.64,0.64,0.38,普通,maze,Recovery,Recovery,108,10.0,0.588,7.37,0.534,0.333,0.019,0.093,7.63,4.0,Green,0,None,,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset,slot=Recovery
482,451-500,1,1,0,,0.482,194.0,0.52,0.56,0.32,0.92,0.02,普通,lock,Normal,Normal,150,14.0,0.609,13.527,0.586,0.287,0.007,0.067,6.113,8.0,Green,0,None,,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10.asset,grind_high
483,451-500,1,1,0,,0.408,136.0,0.26,0.12,0.68,0.94,0.84,普通,shape_landmark,Shape,Novelty,82,5.0,0.556,9.707,0.445,0.354,0.024,0.122,8.866,5.0,Green,0,None,shape_main_windmill_tall,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,grind_high;few_good_openers;slot=Shape;shape_visible_level
484,451-500,2,1,-1,,0.555,196.0,0.54,0.04,0.9,0.96,0.94,hole,hole_rescue,HoleRescue,Mechanic,62,3.0,0.273,12.032,0.448,0.387,0.032,0.129,8.935,6.0,Green,0,None,,hole_candidate_103_notch_24x28_section_b,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset,bottleneck_high;grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
485,451-500,2,2,0,,0.631,252.0,0.78,0.78,0.06,0.82,0.3,普通,section,Pressure,Hard,189,11.0,0.478,10.571,0.54,0.243,0.011,0.106,5.995,7.0,Green,0,None,,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset,validation_difficulty_top25;chain_top25;rhythm=Hard;slot=Pressure
486,451-500,1,3,2,RecoveryButHeavy,0.709,294.0,0.94,0.92,0.16,0.82,0.52,普通,sweep,Recovery,Recovery,213,9.0,0.429,13.014,0.531,0.263,0.005,0.085,5.925,7.0,Green,0,None,,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset,validation_difficulty_top10;chain_top10;slot=Recovery
487,451-500,1,1,0,,0.203,109.0,0.02,0.18,0.1,0.9,0.6,普通,shape_object,Shape,Novelty,84,8.0,0.571,14.429,0.498,0.25,0.012,0.119,8.679,6.0,Green,0,None,shape_main_trophy_tall,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset,grind_high;slot=Shape;shape_visible_level
488,451-500,1,2,1,,0.673,264.0,0.84,0.84,0.36,0.92,0.08,普通,section,Normal,Normal,195,13.0,0.481,10.656,0.447,0.297,0.005,0.087,6.164,8.0,Green,0,None,,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset,validation_difficulty_top25;chain_top25;grind_high
489,451-500,2,2,0,,0.576,197.0,0.58,0.4,0.92,0.04,0.84,普通,lock,Pressure,Hard,108,5.0,0.313,6.639,0.576,0.407,0.028,0.028,7.222,2.0,Green,12,PeakTooFlat,,direct_normal_46_direct_normal_rect_core_burst_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset,bottleneck_high;few_good_openers;rhythm=Hard;slot=Pressure
490,451-500,1,4,3,,0.785,291.0,0.92,0.86,0.84,0.74,0.3,普通,section,Normal,Normal,199,11.0,0.393,14.643,0.481,0.377,0.01,0.106,6.02,6.0,Green,0,None,,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,validation_difficulty_top10;chain_top25
491,451-500,1,4,3,,0.827,365.0,0.98,0.98,1.0,0.68,0.38,普通,sweep,Normal,Normal,337,10.0,0.4,17.57,0.437,0.463,0.003,0.092,6.38,6.0,Green,8,BottleneckHeavy,,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset,validation_difficulty_top10;chain_top10;bottleneck_high
492,451-500,2,2,0,ValidationYellow:StartFakeWide|BottleneckHeavy,0.599,230.0,0.7,0.28,0.94,0.46,0.98,hole,hole_rescue,HoleRescue,Mechanic,90,2.0,0.222,9.122,0.428,0.422,0.011,0.078,9.622,4.0,Yellow,30,StartFakeWide|BottleneckHeavy,,hole_highchain_extra_018_hc2_32x30_lock_a,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset,bottleneck_high;few_good_openers;slot=HoleRescue;hole_stage_relative
493,451-500,1,1,0,,0.284,124.0,0.16,0.08,0.44,0.82,0.6,普通,shape_object,Shape,Novelty,81,8.0,0.533,8.914,0.459,0.309,0.012,0.086,8.432,7.0,Green,0,None,shape_main_fox_tall,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset,slot=Shape;shape_visible_level
494,451-500,1,4,3,,0.785,288.0,0.9,0.8,0.88,0.98,0.2,普通,dense,Normal,Normal,192,12.0,0.444,15.766,0.441,0.385,0.01,0.151,5.927,7.0,Green,0,None,,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,validation_difficulty_top10;chain_top25;bottleneck_high;grind_high
495,451-500,1,1,0,,0.385,165.0,0.38,0.32,0.28,0.7,0.76,普通,sweep,Recovery,Recovery,97,6.0,0.375,6.866,0.513,0.278,0.031,0.103,7.381,5.0,Green,0,None,,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09.asset,few_good_openers;slot=Recovery
496,451-500,3,2,-1,,0.561,171.0,0.42,0.4,0.82,0.38,0.76,普通,lock,Peak,VeryHard,108,6.0,0.375,6.87,0.472,0.37,0.037,0.074,7.963,3.0,Green,12,PeakTooFlat,,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset,few_good_openers;rhythm=VeryHard;slot=Peak
497,451-500,1,1,0,,0.521,208.0,0.62,0.58,0.34,0.12,0.76,普通,dense,Normal,Normal,151,6.0,0.5,7.483,0.536,0.291,0.013,0.04,5.967,3.0,Green,0,None,,direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset,few_good_openers
498,451-500,1,1,0,,0.317,112.0,0.04,0.18,0.64,0.8,0.7,普通,shape_nature,Shape,Novelty,84,7.0,0.636,7.869,0.524,0.333,0.048,0.107,9.06,6.0,Green,0,None,shape_main_leaf03_tall,r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall_20260611_111813.asset,slot=Shape;shape_visible_level
499,451-500,1,3,2,RecoveryButHeavy|ValidationYellow:GrindyLowClear,0.772,286.0,0.88,0.64,0.76,0.96,0.38,普通,section,Recovery,Recovery,158,10.0,0.385,11.652,0.514,0.361,0.032,0.108,5.994,11.0,Yellow,18,GrindyLowClear,,direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06.asset,validation_difficulty_top25;grind_high;slot=Recovery
500,451-500,1,2,1,,0.589,244.0,0.76,0.88,0.24,0.3,0.3,普通,section,Normal,Normal,200,11.0,0.44,11.265,0.531,0.275,0.005,0.05,6.245,4.0,Green,0,None,,direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06.asset,validation_difficulty_top25;chain_top25
