"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","assemblyAction","assemblySourcePool","assemblySourceRoot","assemblyGateClass","assemblySelectionReason","assemblyCopyRequired","assemblyCandidateLevelId","assemblyCandidateAssetPath","assemblyCandidateStyle","assemblyCandidateChainLanguage","assemblyCandidateRole","assemblyManualReview","assemblyRemainingGap","assemblyGapReason","assemblyCandidateWidth","assemblyCandidateHeight","assemblyCandidateChains","assemblyCandidateAvgChoices","assemblyCandidateMaxChain","assemblyCandidateAvgChain","assemblyCandidateStraightness","assemblyCandidateProfile"
"419","42","519","Main/Level_Main_419","normal","极难","Peak","Peak","ExternalCandidatePlanned","nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset","direct_advanced_40_direct_advanced_veryhard_rect_section_unlock_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L419_direct_advanced_40_direct_advanced_veryhard_rect_s.asset","nutation_longchain_strict60_campaign_gate","LongChainProbe","rail_chain","PeakReview","0.932","8","7","4","0.821","0.247","7","7","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset","maze_long_chain","patch_chain","LongChainHardPeak","False","False","","27","36","92","4.51","21","9.85","0.271","candidate80"
"422","43","522","Main/Level_Main_422","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","direct_normal_14_direct_normal_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L422_direct_normal_14_direct_normal_rect_dense_weave_g1.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.991","10","5","2","0.914","0.14","8","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"423","43","523","Main/Level_Main_423","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_01_large_artistpalette","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L423_r2_outer_strong_005_r2_006_a401_maskonlyb05_01_lar.asset","shape_psg_inventory","","","","0.983","11","10","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset","LockBuckle","","TraceKeeper","False","False","","","","139","6.06","","","","LockBuckle"
"424","43","524","Main/Level_Main_424","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L424_direct_polish_clean_18_direct_polish_normal_rect_m.asset","strict152","PeelLight","curve_chain","NormalPeelLight","0.985","8","6","5","0.869","0.192","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","","curve_chain","","False","False","","","","","","","","",""
"425","43","525","Main/Level_Main_425","normal","极难","Pressure","Peak","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L425_direct_advanced_33_direct_advanced_veryhard_rect_l.asset","nutation_longchain_strict60_campaign_gate","LongChainProbe","patch_chain","PeakReview","0.948","9","6","5","0.862","0.23","7","7","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","maze_long_chain","curve_chain","LongChainHardPeak","False","False","","27","36","86","5.09","23","10.71","0.324","holefix"
"427","43","527","Main/Level_Main_427","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_25_large_treasurechest","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L427_r2_outer_strong_005_r2_006_a401_maskonlyb09_25_lar.asset","shape_psg_inventory","","","","0.988","9","12","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","Sweep","","TraceKeeper","False","False","","","","166","5.25","","","","Sweep"
"429","43","529","Main/Level_Main_429","normal","特别困难","Pressure","Hard","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L429_direct_advanced_10_direct_advanced_veryhard_rect_d.asset","nutation_longchain_strict60_campaign_gate","PeelMid","rail_chain","Hard","0.955","10","3","3","0.881","0.181","8","6","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Hard slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","maze_long_chain","rail_chain","LongChainHardPeak","False","False","","28","38","84","5.4","22","12.1","0.445","holefix"
"432","44","532","Main/Level_Main_432","normal","困难","Pressure","Hard","ExternalCandidatePlanned","nutation_hub_mixed_v1_strict30_refill_06_s02_r02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L432_direct_polish_hard_13_direct_polish_hard_rect_core.asset","hub_mixed_refill30_local9","PeelMid","rail_chain","Hard","0.951","9","9","4","0.842","0.241","8","5","ActiveReplace","HubMixedStrict30Refill",".worktrees/nutation-hub-maze-mixed","StyleLocal9ManualAllowed","User allowed a small number of Hub local9 rows; placed only on late Hard slots for style variety, not broad filler.","True","nutation_hub_mixed_v1_strict30_refill_06_s02_r02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","hub_spoke","mixed_chain","HubHardStylePoint","True","False","","23","31","99","4.76","15","6.85","0.6","hub_spoke"
"433","44","533","Main/Level_Main_433","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L433_r2_outer_strong_005_r2_006_a401_maskonlyb06_10_lar.asset","shape_psg_inventory","","","","0.989","10","12","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","ManualAcceptedProposed","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","CoreBurst","","ManualKeeper","True","False","","","","162","4.83","","","","CoreBurst"
"436","44","536","Main/Level_Main_436","normal","极难","Peak","Peak","ExternalCandidatePlanned","nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L436_direct_advanced_25_direct_advanced_veryhard_rect_l.asset","nutation_longchain_strict60_campaign_gate","LongChainProbe","curve_chain","PeakReview","0.933","10","4","4","0.851","0.267","8","8","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","maze_long_chain","patch_chain","LongChainHardPeak","False","False","","26","35","84","6.58","21","10.11","0.313","candidate80"
"438","44","538","Main/Level_Main_438","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_24_large_giftbox","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L438_r2_outer_strong_005_r2_006_a401_maskonlyb09_24_lar.asset","shape_psg_inventory","","","","0.987","12","10","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","NeedsFinalManualReview","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","LockBuckle","","ReviewCandidate","True","False","","","","172","6.36","","","","LockBuckle"
"439","44","539","Main/Level_Main_439","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L439_direct_pure_topup_07_09_direct_polish_hard_pure_re.asset","strict152","PeelLight","rail_chain","NormalPeelLight","0.988","9","6","5","0.836","0.236","7","7","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"443","45","543","Main/Level_Main_443","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10h_05_L443_ufo","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","r2_outer_strong_005_r2_006_a401_maskonlyb08_10_large_ufo","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L443_r2_outer_strong_005_r2_006_a401_maskonlyb08_10_lar.asset","shape_psg_inventory","","","","0.986","9","15","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10h_05_L443_ufo","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","Sweep","","TraceKeeper","False","False","","","","86","4.47","","","","Sweep"
"445","45","545","Main/Level_Main_445","normal","困难","Recovery","Hard","ReplacedHardGate0910","c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L445_direct_advanced_31_direct_advanced_veryhard_rect_s.asset","strict152","PeelMid","rail_chain","Hard","0.981","9","7","3","0.844","0.213","8","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"447","45","547","Main/Level_Main_447","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10h_06_L447_magicbook","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L447_r2_outer_strong_005_r2_006_a401_maskonlyb02_08_com.asset","shape_psg_inventory","","","","0.991","7","9","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10h_06_L447_magicbook","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","LockBuckle","","TraceKeeper","False","False","","","","95","3.94","","","","LockBuckle"
"449","45","549","Main/Level_Main_449","normal","极难","Peak","Peak","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L449_direct_pure_topup_07_14_direct_polish_hard_pure_re.asset","nutation_longchain_strict60_campaign_gate","LongChainProbe","rail_chain","PeakReview","0.955","11","4","3","0.913","0.155","7","6","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","maze_long_chain","rail_chain","LongChainHardPeak","False","False","","27","36","86","6.34","22","10.79","0.414","holefix"
"453","46","553","Main/Level_Main_453","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10h_07_L453_fish","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L453_r2_outer_strong_005_r2_006_a401_maskonlyb02_09_lar.asset","shape_psg_inventory","","","","0.988","9","8","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10h_07_L453_fish","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","Sweep","","TraceKeeper","False","False","","","","111","4.53","","","","Sweep"
