order,backupGroup,levelId,assetName,type,levelType,difficulty,width,height,chains,assetPath,zipAsset,status
450,normal,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,section,普通,1,24,44,165,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,normal/Level_450_direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,ok
451,hole,hole_highchain_extra_016_hc2_32x30_dual_b,hole_highchain_extra_016_hc2_32x30_dual_b,hole_rescue,hole,1,32,30,91,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset,hole/Level_451_hole_highchain_extra_016_hc2_32x30_dual_b.asset,ok
452,normal,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,lock,普通,1,23,42,154,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,normal/Level_452_direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,ok
453,shape,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513,shape_character,普通,1,30,42,88,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,shape/Level_453_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,ok
454,normal,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,section,普通,2,25,40,159,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset,normal/Level_454_direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset,ok
455,normal,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,dense,普通,1,22,42,149,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,normal/Level_455_direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,ok
456,normal,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,section,普通,2,28,50,224,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,normal/Level_456_direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,ok
457,normal,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,sweep,普通,1,23,40,117,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,normal/Level_457_direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,ok
458,shape,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411,shape_nature,普通,1,30,42,86,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,shape/Level_458_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,ok
459,normal,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,section,普通,3,24,47,180,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,normal/Level_459_direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,ok
460,normal,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,lock,普通,1,25,39,156,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,normal/Level_460_direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,ok
461,normal,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,sweep,普通,2,25,41,168,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,normal/Level_461_direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,ok
462,normal,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,dense,普通,1,21,40,135,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,normal/Level_462_direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,ok
463,shape,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540,shape_landmark,普通,1,30,44,86,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,shape/Level_463_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,ok
464,normal,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,lock,普通,2,22,38,111,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset,normal/Level_464_direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset,ok
465,normal,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,sweep,普通,3,28,48,213,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,normal/Level_465_direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,ok
466,normal,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,section,普通,3,26,40,166,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset,normal/Level_466_direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset,ok
467,hole,hole_topup_031_topup_std_26x26_maze,hole_topup_031_topup_std_26x26_maze,hole_rescue,hole,1,26,26,63,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset,hole/Level_467_hole_topup_031_topup_std_26x26_maze.asset,ok
468,shape,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348,shape_toolui,普通,1,30,42,84,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,shape/Level_468_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,ok
469,normal,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,maze,普通,4,38,62,366,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset,normal/Level_469_direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset,ok
470,normal,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,section,普通,1,25,38,149,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,normal/Level_470_direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,ok
471,normal,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,sweep,普通,1,22,38,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,normal/Level_471_direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,ok
472,normal,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,section,普通,4,28,51,231,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,normal/Level_472_direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,ok
473,shape,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754,shape_landmark,普通,1,30,42,82,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,shape/Level_473_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,ok
474,normal,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,dense,普通,1,26,44,178,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,normal/Level_474_direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,ok
475,normal,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,section,普通,3,24,51,195,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset,normal/Level_475_direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset,ok
476,normal,direct_normal_136_direct_normal_rect_core_burst_g1_v14,direct_normal_136_direct_normal_rect_core_burst_g1_v14,lock,普通,1,23,41,126,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,normal/Level_476_direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,ok
477,hole,hole_candidate_032_std_24x28_dense,hole_candidate_032_std_24x28_dense,hole_rescue,hole,1,24,28,60,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset,hole/Level_477_hole_candidate_032_std_24x28_dense.asset,ok
478,shape,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215,shape_space,普通,1,32,42,86,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,shape/Level_478_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,ok
479,normal,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,section,普通,3,25,44,185,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset,normal/Level_479_direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset,ok
480,normal,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,sweep,普通,1,21,43,141,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset,normal/Level_480_direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset,ok
481,normal,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,maze,普通,1,22,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset,normal/Level_481_direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset,ok
482,normal,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,lock,普通,1,22,43,150,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10.asset,normal/Level_482_direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10.asset,ok
483,shape,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802,shape_landmark,普通,1,30,42,82,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,shape/Level_483_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,ok
484,hole,hole_candidate_103_notch_24x28_section_b,hole_candidate_103_notch_24x28_section_b,hole_rescue,hole,1,24,28,62,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset,hole/Level_484_hole_candidate_103_notch_24x28_section_b.asset,ok
485,normal,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,section,普通,2,25,46,189,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset,normal/Level_485_direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset,ok
486,normal,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,sweep,普通,3,26,50,213,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset,normal/Level_486_direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset,ok
487,shape,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422,shape_object,普通,1,30,40,84,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset,shape/Level_487_procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset,ok
488,normal,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,section,普通,2,25,49,195,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset,normal/Level_488_direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset,ok
489,normal,direct_normal_46_direct_normal_rect_core_burst_g4_v05,direct_normal_46_direct_normal_rect_core_burst_g4_v05,lock,普通,2,22,36,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset,normal/Level_489_direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset,ok
490,normal,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,section,普通,4,25,49,199,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,normal/Level_490_direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,ok
491,normal,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,sweep,普通,4,35,63,337,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset,normal/Level_491_direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset,ok
492,hole,hole_highchain_extra_018_hc2_32x30_lock_a,hole_highchain_extra_018_hc2_32x30_lock_a,hole_rescue,hole,2,32,30,90,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset,hole/Level_492_hole_highchain_extra_018_hc2_32x30_lock_a.asset,ok
493,shape,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837,shape_object,普通,1,30,42,81,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset,shape/Level_493_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset,ok
494,normal,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,dense,普通,4,26,45,192,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,normal/Level_494_direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,ok
495,normal,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,sweep,普通,1,21,35,97,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09.asset,normal/Level_495_direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09.asset,ok
