"order","section10","category","sectionWaveRole","difficultyBucket","experienceRole","difficultyNameZh","replacementMark","finalStatus","sourcePool","productionLane","productionChainLanguage","patchKind","initialAssetPath","currentAssetPath","initialGuid","currentGuid","initialWidth","initialHeight","initialArea","initialArrowCount","initialChainCount","currentWidth","currentHeight","currentArea","currentArrowCount","currentChainCount","currentCoverage","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore"
"466","47","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset","8178082faeb347d46913f24fae06f852","8178082faeb347d46913f24fae06f852","26","40","1040","1015","166","26","40","1040","1015","166","0.976","","","",""
"467","47","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset","699611b0fa183a04198bda259d76fb1c","699611b0fa183a04198bda259d76fb1c","26","26","676","591","63","26","26","676","591","63","0.8743","","","",""
"468","47","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L468_boombox_compact.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset","54942a1d86f1ac24a950f583322afb25","686df552c0320b843a737eb31b7c1f96","37","29","1073","729","73","37","29","1073","732","81","0.6822","0.988","9","7",""
"469","47","normal","Hard","Hard","Pressure","困难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","ef33a54a2ae630c469d104b4ce9cf687","99b33d7b9abe85246acbc38e40de612f","24","42","1008","982","160","28","36","1008","956","89","0.9484","0.948","11","6","0.845"
"470","47","normal","Recovery","Ordinary","Recovery","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset","58fef92723bb44e44b87dfb1309189ae","58fef92723bb44e44b87dfb1309189ae","25","38","950","920","149","25","38","950","920","149","0.9684","","","",""
"471","48","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","4ed93a4b6e853cb4fbc3e1863dfb7ebf","3590208550bd829439ee02e0e09ddfa6","22","38","836","824","106","20","27","540","536","46","0.9926","0.993","9","3","0.919"
"472","48","normal","Hard","Hard","Pressure","特别困难","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","321e3d1d72ebd0a4bad68f0050f17c27","321e3d1d72ebd0a4bad68f0050f17c27","28","51","1428","1395","231","28","51","1428","1395","231","0.9769","","","",""
"473","48","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L473_mug_compact.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset","69e2d34b4657db64b9bb543686cda3dc","5e2d0819f0c75ec419b10c2d138d1876","33","29","957","659","67","33","29","957","657","78","0.6865","0.981","9","5",""
"474","48","normal","Recovery","Ordinary","Recovery","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset","cb3f70dfee8a9cb4f9799589e01575c7","cb3f70dfee8a9cb4f9799589e01575c7","26","44","1144","1124","178","26","44","1144","1124","178","0.9825","","","",""
"475","48","normal","Hard","Hard","Normal","困难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","b6ba76d4e9bf5fc4eb5f333fd34c395c","eb76f8e0c00850b4abf4d4ff4511b6f2","24","51","1224","1207","195","27","36","972","922","73","0.9486","0.949","10","3","0.842"
"476","48","normal","Hard","Hard","Pressure","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","4b41700f384682e4daa2388813f2f849","385d6cd0ba67efd49b0d7843a3532e48","23","41","943","926","126","22","30","660","650","77","0.9848","0.985","10","5","0.903"
"477","48","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset","36a12545babc04d49ab84c379005bc3e","36a12545babc04d49ab84c379005bc3e","24","28","672","588","60","24","28","672","588","60","0.875","","","",""
"478","48","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L478_flag_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_178_L478_flag_section.asset","a523c4a1e6777e64abaf790a910e5af9","aa8499f5ff208674abc8a85c9e992531","38","42","1596","765","112","38","42","1596","780","96","0.4887","0.986","9","8",""
"479","48","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","LongChainProbe","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","6e276e5d1fa5b124b811e0770eab1cd8","73a971f8f3ec7c84fa36a28bb6c1cb5e","25","44","1100","1086","185","28","38","1064","1007","93","0.9464","0.946","11","5","0.92"
"480","48","normal","Recovery","Ordinary","Recovery","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset","5478f802d42d3a04fafb06fcc9b78f69","5478f802d42d3a04fafb06fcc9b78f69","21","43","903","884","141","21","43","903","884","141","0.979","","","",""
"481","49","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","0c043db17a8ab10469e8f2ea81b37bd6","c6d08f5304034fa7ad0ff0a72223a55a","22","38","836","824","108","22","30","660","656","71","0.9939","0.994","10","7","0.863"
"482","49","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","476e1e8617cc1164ea9cbff0297983e4","8a3242f303a055046b1f7a1efb2a4a32","22","43","946","917","150","24","32","768","759","79","0.9883","0.988","10","6","0.852"
"483","49","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L483_heart_compact.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_182_L483_heart_sweep.asset","26317ebd2512b034482ca7345ed2ddde","e6e6ebabfd8217a478b2e273c043eb99","33","31","1023","644","64","33","31","1023","643","81","0.6285","0.989","6","13",""
"484","49","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset","38405aacbdfa0664fb7bbc3f86513886","38405aacbdfa0664fb7bbc3f86513886","24","28","672","554","62","24","28","672","554","62","0.8244","","","",""
"485","49","normal","PeakExtreme","Peak","Pressure","特别困难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","LongChainProbe","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch.asset","f256f12bb515c5048bf21dd588ee4f4b","18a604a8d455e974f81198451ef8d5f7","25","46","1150","1133","189","31","39","1209","1155","121","0.9553","0.955","11","6","0.859"
"486","49","normal","Recovery","Ordinary","Recovery","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset","379eec85255f2fe4a9a68d3c321530cb","379eec85255f2fe4a9a68d3c321530cb","26","50","1300","1262","213","26","50","1300","1262","213","0.9708","","","",""
"487","49","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L487_sun_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_186_L487_sun_dense.asset","92cf8410a1fa89e47813125e352aae4a","10598b43a1cacab4f863871fa56cb93f","38","38","1444","789","113","38","38","1444","798","97","0.5526","0.985","11","7",""
"488","49","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset","2ba037b0d9d8ea343a14e67a63a2ce87","2ba037b0d9d8ea343a14e67a63a2ce87","25","49","1225","1202","195","25","49","1225","1202","195","0.9812","","","",""
"489","49","normal","Hard","Hard","Pressure","普通/恢复","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_11_nutation_longchain_patch_v1_rect_c80_03_d1_weave_patch.asset","488b61e535c0b0b4ca5b414e035b14bf","a78adc50d494fad489d3b090e0ac42db","22","36","792","780","108","24","32","768","720","76","0.9375","0.938","11","4","0.871"
"490","49","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset","7f6a87291a5d8844f8f80acd8ab5ff2c","7f6a87291a5d8844f8f80acd8ab5ff2c","25","49","1225","1198","199","25","49","1225","1198","199","0.978","","","",""
"491","50","normal","Hard","Hard","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelMid","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","b5f790f49c9410943ac338212373c6f3","eca7f6c2586984c40ad25b4ebd31f86f","26","47","1222","1197","199","26","35","910","888","86","0.9758","0.976","10","4","0.924"
"492","50","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset","b02a351c3a767bb419f30db7f3da8b82","b02a351c3a767bb419f30db7f3da8b82","32","30","960","872","91","32","30","960","872","91","0.9083","","","",""
"493","50","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L493_dragonhead_compact.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_05_L493_dragonhead.asset","2426dd410cb269f4fa7687bfdfeed353","7a2f73de45b6804488cbc5f7fa384641","36","38","1368","752","64","36","38","1368","759","90","0.5548","0.990","9","8",""
"494","50","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset","11caadf53d6be794caddefecc768da87","11caadf53d6be794caddefecc768da87","26","45","1170","1138","192","26","45","1170","1138","192","0.9726","","","",""
"495","50","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset","0f572d97dc79a2e46a0202af355f0709","c57dc26c167d6f64fb29356283709ae1","21","35","735","716","97","22","30","660","653","71","0.9894","0.989","10","5","0.868"
"496","50","normal","PeakExtreme","Peak","Peak","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PeelLight","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","63218eedfd49ce04fabf926cdf52fc4f","50e4948294dd7d04098b55bf277724a3","23","38","874","860","108","22","30","660","649","71","0.9833","0.983","10","3","0.897"
"497","50","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset","6714a395bae7e9a49b4a8ea620754a24","6714a395bae7e9a49b4a8ea620754a24","23","40","920","901","151","23","40","920","901","151","0.9793","","","",""
"498","50","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L498_banana_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_188_L498_banana_core.asset","27539bb7eeb351848adcaffd0284737b","ff29834b5eecae54cbca746bf273e66a","42","34","1428","578","72","42","34","1428","578","69","0.4048","0.986","7","6",""
