order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,chainPctInStage,dependencyPctInStage,openerPressure,choicePressure,levelType,type,slotRole,relativeDifficulty,chains,score,openers,avgChoices,dependencyBlocks,validationMatched,validationStatus,validationFlags,shapeId,levelId,proposalReason,sourceAsset
443,401-450,1,1,0,,0.182,0.14,0.14,0.2,0.5,普通,shape_symbol,Shape,Novelty,90,260.0,13.0,11.18,10.8,1,Green,None,shape_main_distinct_digit5_tall,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset
444,401-450,2,3,1,,0.673,0.54,0.84,0.94,0.68,普通,dense,Pressure,Hard,159,161.6,15.0,9.47,897.0,1,Green,None,,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,rhythm=Hard;slot=Pressure;dependency_top25;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset
445,401-450,1,3,2,NeedRevalidate|RecoveryButHeavy,0.723,0.92,0.92,0.68,0.42,普通,sweep,Recovery,Recovery,197,130.3,25.0,11.57,1055.0,0,Missing,Missing,,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,slot=Recovery;stage_chain_top10;dependency_top10;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset
446,401-450,1,1,0,,0.335,0.32,0.4,0.14,0.56,普通,dense,Normal,Normal,136,162.8,20.0,10.6,569.0,1,Green,None,,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset
447,401-450,1,1,0,,0.16,0.16,0.02,0.24,0.5,普通,shape_object,Shape,Novelty,91,237.0,13.0,11.18,0.164,1,Green,PeakTooFlat,shape_main_distinct_tooth_tall,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset
448,401-450,2,3,1,NeedRevalidate,0.825,0.9,0.94,0.8,0.32,普通,section,Pressure,Hard,196,128.8,22.0,12.96,1135.0,0,Missing,Missing,,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset
449,401-450,4,4,0,NeedRevalidate,0.87,0.76,0.88,0.04,0.44,普通,lock,Peak,RelativeExtreme,181,118.1,28.0,11.55,993.0,0,Missing,Missing,,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,rhythm=RelativeExtreme;slot=Peak;stage_chain_top25;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset
450,401-450,1,3,2,,0.597,0.64,0.82,0.44,0.34,普通,section,Normal,Normal,165,147.4,23.0,12.86,870.0,1,Green,None,,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset
451,451-500,3,1,-2,NeedRevalidate,0.21,0.1,0.26,0.0,0.9,hole,hole_rescue,HoleRescue,Mechanic,64,255.0,14.0,0.219,0.25,0,Missing,Missing,,hole_candidate_030_std_24x28_lock,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_030_std_24x28_lock.asset
452,451-500,1,1,0,,0.452,0.6,0.5,0.08,0.08,普通,lock,Normal,Normal,154,162.9,25.0,15.4,617.0,1,Green,None,,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset
453,451-500,1,1,0,,0.31,0.3,0.3,0.48,0.42,普通,shape_character,Shape,Novelty,88,234.0,12.0,10.32,11.2,1,Green,None,shape_main_bean_mascot_tall,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset
454,451-500,2,2,0,NeedRevalidate,0.637,0.66,0.64,0.72,0.38,普通,section,Pressure,Hard,159,147.2,19.0,10.41,834.0,0,Missing,Missing,,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,rhythm=Hard;slot=Pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset
455,451-500,1,1,0,,0.481,0.54,0.62,0.2,0.32,普通,dense,Normal,Normal,149,147.1,22.0,10.86,778.0,1,Green,None,,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset
456,451-500,4,4,0,,1.026,0.94,0.96,0.78,0.56,普通,section,Peak,RelativeExtreme,224,132.7,26.0,10.21,1585.0,1,Green,None,,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,rhythm=RelativeExtreme;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset
457,451-500,1,1,0,,0.372,0.44,0.46,0.9,0.7,普通,sweep,Recovery,Recovery,117,160.8,10.0,8.48,589.0,1,Green,None,,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,slot=Recovery;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset
458,451-500,1,1,0,,0.249,0.28,0.14,0.38,0.42,普通,shape_nature,Shape,Novelty,86,247.0,12.0,10.32,0.163,1,Green,BottleneckHeavy,shape_main_pine_tree_tall,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset
459,451-500,1,2,1,,0.588,0.74,0.68,0.44,0.12,普通,section,Normal,Normal,180,110.7,25.0,13.88,866.0,1,Green,None,,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset
460,451-500,1,1,0,,0.481,0.62,0.54,0.12,0.22,普通,lock,Normal,Normal,156,159.1,24.0,12.12,703.0,1,Green,None,,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset
461,451-500,1,2,1,,0.549,0.7,0.78,0.88,0.28,普通,sweep,Recovery,Recovery,168,161.3,16.0,11.55,1019.0,1,Green,None,,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,slot=Recovery;dependency_top25;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset
462,451-500,1,2,1,,0.497,0.48,0.56,0.74,0.72,普通,dense,Normal,Normal,135,163.5,16.0,7.65,755.0,1,Green,None,,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset
463,451-500,1,1,0,,0.249,0.28,0.14,0.38,0.42,普通,shape_landmark,Shape,Novelty,86,246.0,12.0,10.32,0.163,1,Green,PeakTooFlat,shape_main_iron_tower_tall,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset
464,451-500,2,2,0,,0.487,0.42,0.36,0.8,0.84,普通,lock,Pressure,Hard,111,197.7,12.0,5.81,504.0,1,Green,None,,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,rhythm=Hard;slot=Pressure;few_openers_relative;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset
465,451-500,1,3,2,RecoveryButHeavy,0.7,0.92,0.88,0.64,0.24,普通,sweep,Recovery,Recovery,213,127.4,27.0,11.72,1124.0,1,Green,None,,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,slot=Recovery;stage_chain_top10;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset
466,451-500,1,2,1,,0.604,0.68,0.72,0.66,0.4,普通,section,Normal,Normal,166,151.8,21.0,10.34,906.0,1,Green,None,,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset
467,451-500,2,1,-1,NeedRevalidate,0.237,0.08,0.22,0.62,0.96,hole,hole_rescue,HoleRescue,Mechanic,63,254.0,8.0,0.127,0.222,0,Missing,Missing,,hole_topup_031_topup_std_26x26_maze,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset
468,451-500,1,1,0,,0.191,0.22,0.06,0.22,0.42,普通,shape_toolui,Shape,Novelty,84,241.0,12.0,10.32,0.158,1,Green,None,shape_main_tool_wrench_tall,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset
469,451-500,2,4,2,NeedRevalidate,0.881,1.0,1.0,0.98,0.02,普通,maze,Pressure,Hard,366,99.7,20.0,17.09,2922.0,0,Missing,Missing,,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset
470,451-500,1,1,0,,0.362,0.54,0.52,0.3,0.16,普通,section,Recovery,Recovery,149,156.1,21.0,13.08,650.0,1,Green,None,,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset
471,451-500,1,1,0,,0.302,0.34,0.34,0.84,0.88,普通,sweep,Recovery,Recovery,106,195.4,11.0,5.29,497.0,1,Green,None,,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,slot=Recovery;few_openers_relative;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset
472,451-500,2,4,2,,0.86,0.96,0.94,0.76,0.58,普通,section,Pressure,Hard,231,128.8,27.0,9.88,1467.0,1,Green,None,,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset
473,451-500,1,1,0,,0.231,0.16,0.18,0.54,0.62,普通,shape_landmark,Shape,Novelty,82,236.0,11.0,9.46,0.164,1,Green,PeakTooFlat,shape_main_pyramid_tall,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset
474,451-500,1,1,0,NeedRevalidate,0.458,0.72,0.6,0.36,0.04,普通,dense,Recovery,Recovery,178,114.2,25.0,15.9,762.0,0,Missing,Missing,,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,slot=Recovery;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset
475,451-500,1,3,2,NeedRevalidate,0.689,0.84,0.84,0.58,0.2,普通,section,Normal,Normal,195,116.2,26.0,12.24,1056.0,0,Missing,Missing,,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,stage_chain_top25;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset
476,451-500,2,2,0,,0.483,0.46,0.4,0.52,0.6,普通,lock,Pressure,Hard,126,153.8,17.0,9.56,533.0,1,Green,None,,direct_normal_136_direct_normal_rect_core_burst_g1_v14,rhythm=Hard;slot=Pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset
477,451-500,2,1,-1,NeedRevalidate,0.251,0.02,0.28,0.92,0.98,hole,hole_rescue,HoleRescue,Mechanic,60,252.0,5.0,0.083,0.329,0,Missing,Missing,,hole_candidate_032_std_24x28_dense,slot=HoleRescue;few_openers_relative;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset
478,451-500,1,1,0,,0.249,0.28,0.14,0.38,0.42,普通,shape_space,Shape,Novelty,86,229.0,12.0,10.32,0.163,1,Green,PeakTooFlat,shape_main_space_ufo_icon_tall,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset
479,451-500,4,4,0,,0.927,0.76,0.9,0.6,0.68,普通,section,Peak,RelativeExtreme,185,144.8,24.0,8.54,1276.0,1,Green,None,,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,rhythm=RelativeExtreme;slot=Peak;stage_chain_top25;dependency_top10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset
480,451-500,1,1,0,,0.467,0.5,0.7,0.82,0.86,普通,sweep,Recovery,Recovery,141,185.2,15.0,5.75,871.0,1,Green,None,,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,slot=Recovery;few_openers_relative;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset
481,451-500,1,1,0,,0.297,0.4,0.44,0.1,0.76,普通,maze,Recovery,Recovery,108,159.5,17.0,7.37,581.0,1,Green,None,,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,slot=Recovery;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset
482,451-500,1,1,0,,0.437,0.56,0.48,0.14,0.14,普通,lock,Normal,Normal,150,150.5,23.0,13.53,611.0,1,Green,None,,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10.asset
483,451-500,1,1,0,,0.231,0.16,0.18,0.54,0.62,普通,shape_landmark,Shape,Novelty,82,220.0,11.0,9.46,0.164,1,Green,None,shape_main_windmill_tall,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset
484,451-500,2,1,-1,NeedRevalidate,0.182,0.04,0.24,0.02,0.92,hole,hole_rescue,HoleRescue,Mechanic,62,253.0,11.0,0.177,0.242,0,Missing,Missing,,hole_candidate_103_notch_24x28_section_b,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset
485,451-500,2,3,1,NeedRevalidate,0.719,0.78,0.76,0.7,0.36,普通,section,Pressure,Hard,189,132.4,23.0,10.57,993.0,0,Missing,Missing,,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,rhythm=Hard;slot=Pressure;stage_chain_top25;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset
486,451-500,1,3,2,RecoveryButHeavy,0.724,0.92,0.92,0.86,0.18,普通,sweep,Recovery,Recovery,213,131.4,21.0,13.01,1329.0,1,Green,None,,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,slot=Recovery;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset
487,451-500,1,1,0,,0.191,0.22,0.06,0.22,0.42,普通,shape_object,Shape,Novelty,84,225.0,12.0,10.32,0.158,1,Green,PeakTooFlat,shape_main_trophy_tall,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset
488,451-500,1,3,2,NeedRevalidate,0.693,0.84,0.86,0.46,0.34,普通,section,Normal,Normal,195,132.0,27.0,10.66,1105.0,0,Missing,Missing,,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,stage_chain_top25;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset
489,451-500,2,1,-1,,0.449,0.4,0.42,0.16,0.82,普通,lock,Pressure,Hard,108,186.6,16.0,6.64,540.0,1,Green,None,,direct_normal_46_direct_normal_rect_core_burst_g4_v05,rhythm=Hard;slot=Pressure;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset
490,451-500,1,3,2,NeedRevalidate,0.663,0.86,0.8,0.32,0.1,普通,section,Normal,Normal,199,112.2,28.0,14.64,1023.0,0,Missing,Missing,,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,stage_chain_top25;dependency_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset
491,451-500,1,4,3,NeedRevalidate,0.804,0.98,0.98,0.96,0.0,普通,sweep,Normal,Normal,337,98.1,25.0,17.57,2334.0,0,Missing,Missing,,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset
492,451-500,2,1,-1,NeedRevalidate,0.202,0.08,0.2,0.22,0.94,hole,hole_rescue,HoleRescue,Mechanic,63,254.0,9.0,0.143,0.216,0,Missing,Missing,,hole_candidate_041_std_26x26_maze,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_041_std_26x26_maze.asset
493,451-500,1,1,0,,0.184,0.12,0.08,0.5,0.62,普通,shape_object,Shape,Novelty,81,222.0,11.0,9.46,0.162,1,Green,PeakTooFlat,shape_main_fox_tall,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset
494,451-500,1,2,1,NeedRevalidate,0.62,0.8,0.74,0.34,0.06,普通,dense,Normal,Normal,192,102.6,27.0,15.77,967.0,0,Missing,Missing,,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,stage_chain_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset
495,451-500,1,1,0,,0.227,0.32,0.32,0.04,0.78,普通,sweep,Recovery,Recovery,97,156.6,16.0,6.87,487.0,1,Green,None,,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,slot=Recovery;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09.asset
