order,slotRole,relativeDifficulty,template,bucket,type,styleKey,chains,score,openers,avgChoices,dependencyBlocks,levelId,path,families,qualityFlags,portableQuality
447,Normal,Normal,E_early_peak,normal,section,stair_push,115,128.2,19,9.95,541,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08.asset,direct_normal:stair_push:g7,ok,ok
448,Shape,Novelty,E_early_peak,shape,shape_object,Object,91,237,13,11.18,0.164,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,shape:Object:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
449,Recovery,Recovery,E_early_peak,refresh,sweep,sweep,79,167.6,14,7.95,320,direct_pure_topup_05_13_direct_normal_pure_rect_sweep_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_13_direct_normal_pure_rect_sweep_g10_v05.asset,direct_normal:sweep:g10,ok;rel:Recovery:Recovery,ok
450,Normal,Normal,E_early_peak,normal,section,section_unlock,105,158.3,18,7.65,463,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset,direct_normal:section_unlock:g8,ok;rel:Recovery:Recovery,ok
451,Recovery,Recovery,A_peak9,refresh,dense,dense_weave,100,135,19,10.03,429,direct_normal_topup_75_direct_normal_topup_rect_dense_weave_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_75_direct_normal_topup_rect_dense_weave_g9_v10.asset,direct_normal:dense_weave:g9,ok|yellow_replacement:GrindyLowClear,ok
452,Normal,Normal,A_peak9,normal,lock,lock_buckle,106,153.7,26,8.43,579,direct_normal_93_direct_normal_rect_lock_buckle_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_93_direct_normal_rect_lock_buckle_g3_v10.asset,direct_normal:lock_buckle:g3,ok;rel:Recovery:Recovery,ok
453,Shape,Novelty,A_peak9,normal,shape_character,Character,88,234,12,10.32,11.2,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,shape:Character:animals-mascots:character:procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513,rel:Novelty:ShapeVisual:Shape:Character:animals-mascots:character:main,Flow
454,Pressure,Hard,A_peak9,normal,section,stair_push,108,152.9,19,8.13,506,direct_normal_88_direct_normal_rect_stair_push_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_88_direct_normal_rect_stair_push_g2_v09.asset,direct_normal:stair_push:g2,ok;rel:Normal:Normal,ok
455,Recovery,Recovery,A_peak9,very_hard,sweep,sweep,213,127.4,27,11.72,1124,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,direct_advanced:sweep:g2,ok;rel:VeryHard:Peak,ok
456,Normal,Normal,A_peak9,refresh,dense,direct_pure_topup_04_01_direct_n,81,160.8,14,8.36,308,direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01.asset,asset:direct_pure_topup_04_01_direct_n,ok;rel:Recovery:Recovery,ok
457,Shape,Novelty,A_peak9,shape,shape_nature,Nature,86,247,12,10.32,0.163,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,shape:Nature:SpecialShape,NoRisk|yellow_replacement:StartFakeWide|BottleneckHeavy,Normal
458,Pressure,Hard,A_peak9,refresh,section,dual_zone,96,148,14,9.38,404,direct_pure_topup_05_23_direct_normal_pure_rect_dual_zone_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_23_direct_normal_pure_rect_dual_zone_g11_v06.asset,direct_normal:dual_zone:g11,ok|yellow_replacement:GrindyLowClear,ok
459,Peak,VeryHard,A_peak9,refresh,lock,lock_buckle,80,169.7,14,7.33,278,direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03.asset,direct_normal:lock_buckle:g8,ok;rel:Recovery:Recovery,ok
460,Normal,Normal,A_peak9,normal,section,stair_push,99,162.5,15,6.79,435,direct_pure_normal_extra_01_14_direct_normal_pure_extra_rect_stair_push_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_14_direct_normal_pure_extra_rect_stair_push_g16_v02.asset,direct_normal:stair_push:g16,ok;rel:Recovery:Recovery,ok
461,Recovery,Recovery,F_chapter_breath,normal,sweep,sweep,106,195.4,11,5.29,497,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,direct_normal:sweep:g7,ok;rel:Normal:Normal,ok
462,Normal,Normal,F_chapter_breath,very_hard,dense,dense_weave,195,131.8,27,10.08,1248,direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05.asset,direct_advanced:dense_weave:g0,ok;rel:VeryHard:Peak,ok
463,Shape,Novelty,F_chapter_breath,shape,shape_landmark,Landmark,86,246,12,10.32,0.163,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:StartFakeWide|PeakTooFlat,Normal
464,Pressure,Hard,F_chapter_breath,refresh,lock,direct_pure_topup_04_09_direct_n,87,130,19,9.17,326,direct_pure_topup_04_09_direct_normal_pure_rect_outer_shell_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_09_direct_normal_pure_rect_outer_shell_g7_v02.asset,asset:direct_pure_topup_04_09_direct_n,ok|yellow_replacement:StartFakeWide,long-straight-run
465,Normal,Normal,F_chapter_breath,hard,sweep,sweep,141,185.2,15,5.75,871,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset,direct_polish:sweep:g13,ok;rel:Hard:Pressure,ok
466,Peak,VeryHard,F_chapter_breath,normal,section,stair_push,94,165.1,16,8.69,478,direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_06_direct_normal_pure_extra_rect_stair_push_g18_v04.asset,direct_normal:stair_push:g18,ok,ok
467,HoleRescue,Mechanic,F_chapter_breath,normal,hole_rescue,standard_19x23_small,62,252,62,62,,hole_proc_standard_19x23_small_915193_19x23_c62,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_19x23_small_915193_19x23_c62.asset,hole_procedural:standard_19x23_small,procedural_hole_standard,procedural_hole_standard
468,Shape,Novelty,F_chapter_breath,shape,shape_toolui,ToolUI,84,241,12,10.32,0.158,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,shape:ToolUI:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Normal
469,Normal,Normal,F_chapter_breath,hard,maze,maze_long_chain,136,169.8,16,7.71,742,direct_pure_topup_09_01_direct_polish_hard_pure_rect_maze_long_chain_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_01_direct_polish_hard_pure_rect_maze_long_chain_g13_v05.asset,direct_polish:maze_long_chain:g13,ok;rel:Normal:Normal,ok
470,Normal,Normal,F_chapter_breath,refresh,section,dual_zone,96,149.7,15,8.90,379,direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07.asset,direct_normal:dual_zone:g6,ok,ok
471,Recovery,Recovery,B_peak7_end_calm,refresh,sweep,sweep,62,156.8,14,8.18,195,direct_pure_topup_02_05_direct_refresh_topup_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_05_direct_refresh_topup_rect_sweep_g3_v04.asset,direct_refresh:sweep:g3,ok;rel:Recovery:Recovery,ok
472,Normal,Normal,B_peak7_end_calm,very_hard,dense,dense_weave,233,121.9,26,11.12,1525,direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset,direct_advanced:dense_weave:g2,ok;rel:VeryHard:Peak,ok
473,Shape,Novelty,B_peak7_end_calm,shape,shape_landmark,Landmark,82,236,11,9.46,0.164,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
474,Pressure,Hard,B_peak7_end_calm,normal,section,stair_push,92,178.4,18,6.40,381,direct_pure_normal_extra_01_06_direct_normal_pure_extra_rect_stair_push_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_06_direct_normal_pure_extra_rect_stair_push_g15_v01.asset,direct_normal:stair_push:g15,ok;rel:Recovery:Recovery,ok
475,Recovery,Recovery,B_peak7_end_calm,refresh,dense,dense_weave,95,147,18,10.99,339,direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08.asset,direct_normal:dense_weave:g7,ok|yellow_replacement:GrindyLowClear,ok
476,Normal,Normal,B_peak7_end_calm,normal,section,section_unlock,89,165.2,15,6.99,350,direct_pure_normal_extra_02_01_direct_normal_pure_extra_rect_section_unlock_g18_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_01_direct_normal_pure_extra_rect_section_unlock_g18_v04.asset,direct_normal:section_unlock:g18,ok;rel:Recovery:Recovery,ok
477,Peak,VeryHard,B_peak7_end_calm,normal,lock,core_burst,106,143.9,22,11.17,415,direct_normal_116_direct_normal_rect_core_burst_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_116_direct_normal_rect_core_burst_g5_v12.asset,direct_normal:core_burst:g5,ok;rel:Normal:Normal,ok
478,Shape,Novelty,B_peak7_end_calm,shape,shape_space,Space,86,229,12,10.32,0.163,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,shape:Space:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
479,Pressure,Hard,B_peak7_end_calm,normal,section,dual_zone,87,155.5,17,9.07,411,direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_21_direct_normal_pure_extra_rect_dual_zone_g17_v03.asset,direct_normal:dual_zone:g17,ok;rel:Recovery:Recovery,ok
480,Recovery,Recovery,B_peak7_end_calm,refresh,sweep,sweep,62,185.0,15,6.15,192,direct_pure_topup_02_21_direct_refresh_topup_rect_sweep_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_21_direct_refresh_topup_rect_sweep_g5_v06.asset,direct_refresh:sweep:g5,ok;rel:Recovery:Recovery,ok
481,Recovery,Recovery,C_double_wave,refresh,maze,maze_long_chain,77,184.1,15,5.74,291,direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04.asset,direct_normal:maze_long_chain:g9,ok;rel:Recovery:Recovery,ok
482,Pressure,Hard,C_double_wave,refresh,lock,core_burst,95,127,21,10.99,392,direct_pure_topup_06_14_direct_normal_pure_rect_core_burst_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_14_direct_normal_pure_rect_core_burst_g7_v08.asset,direct_normal:core_burst:g7,ok|yellow_replacement:GrindyLowClear,too-open
483,Shape,Novelty,C_double_wave,shape,shape_landmark,Landmark,82,220,11,9.46,0.164,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Flow
484,Recovery,Recovery,C_double_wave,refresh,sweep,sweep,87,175.0,13,5.72,309,direct_pure_topup_05_21_direct_normal_pure_rect_sweep_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_21_direct_normal_pure_rect_sweep_g11_v06.asset,direct_normal:sweep:g11,ok;rel:Recovery:Recovery,long-straight-run
485,Normal,Normal,C_double_wave,normal,lock,core_burst,107,138.9,27,12.50,457,direct_normal_topup_76_direct_normal_topup_rect_core_burst_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_76_direct_normal_topup_rect_core_burst_g9_v10.asset,direct_normal:core_burst:g9,ok;rel:Normal:Normal,ok
486,Pressure,Hard,C_double_wave,normal,section,dual_zone,90,155.9,16,9.41,326,direct_pure_normal_extra_02_21_direct_normal_pure_extra_rect_dual_zone_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_21_direct_normal_pure_extra_rect_dual_zone_g20_v06.asset,direct_normal:dual_zone:g20,ok;rel:Recovery:Recovery,ok
487,Normal,Normal,C_double_wave,refresh,dense,dense_weave,87,158.6,14,7.47,346,direct_pure_topup_04_04_direct_normal_pure_rect_dense_weave_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_04_direct_normal_pure_rect_dense_weave_g6_v01.asset,direct_normal:dense_weave:g6,ok;rel:Recovery:Recovery,ok
488,Shape,Novelty,C_double_wave,shape,shape_object,Object,84,225,12,10.32,0.158,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset,shape:Object:SpecialShape,NoRisk|yellow_replacement:BottleneckHeavy|GrindyLowClear|PeakTooFlat,Flow
489,Peak,VeryHard,C_double_wave,normal,section,stair_push,88,158.7,17,9.09,320,direct_pure_normal_extra_02_14_direct_normal_pure_extra_rect_stair_push_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_14_direct_normal_pure_extra_rect_stair_push_g19_v05.asset,direct_normal:stair_push:g19,ok;rel:Recovery:Recovery,ok
490,Recovery,Recovery,C_double_wave,refresh,section,stair_ladder,59,136,18,10.07,120,nomask_style_06_stair_ladder,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_06_stair_ladder.asset,motif:stair_ladder,ok|yellow_replacement:StartFakeWide|BottleneckHeavy|PeakTooFlat,ok
491,Recovery,Recovery,D_visual_middle,very_hard,sweep,sweep,213,131.4,21,13.01,1329,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset,direct_advanced:sweep:g0,ok;rel:VeryHard:Peak,ok
492,HoleRescue,Mechanic,D_visual_middle,normal,hole_rescue,standard_18x22_small,61,252,60,60,,hole_proc_standard_18x22_small_915701_18x22_c61,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_18x22_small_915701_18x22_c61.asset,hole_procedural:standard_18x22_small,procedural_hole_standard,procedural_hole_standard
493,Shape,Novelty,D_visual_middle,shape,shape_object,Character,81,222,11,9.46,0.162,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset,shape:Character:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
494,Normal,Normal,D_visual_middle,normal,dense,dense_weave,89,141.3,15,13.01,277,direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03.asset,direct_normal:dense_weave:g17,ok;rel:Recovery:Recovery,ok
495,Pressure,Hard,D_visual_middle,refresh,section,section_unlock,89,161.3,19,6.51,303,direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_02_direct_normal_pure_rect_section_unlock_g6_v07.asset,direct_normal:section_unlock:g6,ok;rel:Recovery:Recovery,long-straight-run
496,Recovery,Recovery,D_visual_middle,very_hard,sweep,sweep,213,147.1,16,11.05,1464,direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset,direct_advanced:sweep:g1,ok;rel:VeryHard:Peak,ok
497,Shape,Novelty,D_visual_middle,shape,shape_nature,Nature,84,221,12,10.32,0.158,r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall_20260611_111813.asset,shape:Nature:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Flow
498,Normal,Normal,D_visual_middle,refresh,dense,dense_weave,63,185.9,13,6.62,178,direct_pure_topup_03_20_direct_refresh_topup_rect_dense_weave_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_20_direct_refresh_topup_rect_dense_weave_g2_v09.asset,direct_refresh:dense_weave:g2,ok;rel:Recovery:Recovery,ok
499,Pressure,Hard,D_visual_middle,normal,lock,core_burst,81,163.6,22,7.72,344,direct_pure_normal_extra_02_20_direct_normal_pure_extra_rect_core_burst_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_20_direct_normal_pure_extra_rect_core_burst_g20_v06.asset,direct_normal:core_burst:g20,ok;rel:Recovery:Recovery,ok
