order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,slotRole,relativeDifficulty,template,styleKey,pressureScore
436,very_hard,0,lock,115.0,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,direct_advanced_candidates,27,45,194,0.984,0.986,26,13.88,31,819,direct_advanced:lock_buckle:g3,ok,True,201.2,ok,Peak,RelativeExtreme,E_early_peak,lock_buckle,182.0
437,hard,93,section,149.9,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,direct_pure_topup_slice08_candidates,25,41,164,0.979,0.984,23,13.57,27,806,direct_polish:quasi_symmetry:g13,ok,True,197.0,ok,Normal,Normal,E_early_peak,quasi_symmetry,162.6
438,normal,133,shape_nature,506,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,shape_final_with_supplement,40,60,207,0.974,,29,24.94,,17.8,shape:Nature:plants-creatures:natural:procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600,rel:VeryHard:ShapePeak:Shape:Nature:plants-creatures:natural:big,True,506,Hard,Shape,Novelty,E_early_peak,Nature,213.2
439,hard,57,maze,159.2,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,direct_pure_topup_slice07_candidates,24,40,158,0.981,1.000,24,13.70,36,730,direct_polish:maze_long_chain:g9,ok,True,197.3,ok,Recovery,Recovery,E_early_peak,maze_long_chain,153.9
440,hard,96,section,148.5,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,direct_pure_topup_slice08_candidates,23,44,161,0.976,0.977,23,12.01,32,866,direct_polish:dual_zone:g13,ok,True,196.1,ok,Normal,Normal,E_early_peak,dual_zone,164.2
441,normal,32,sweep,179.3,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,direct_normal_topup_candidates,22,36,105,0.990,1.000,14,6.44,23,474,direct_normal:sweep:g11,ok,True,191.7,ok,Recovery,Recovery,A_peak9,sweep,122.7
442,normal,37,hole_rescue,248,hole_proc_standard_18x22_small_914147_18x22_c65,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_18x22_small_914147_18x22_c65.asset,hole_procedural_candidates,18,22,65,0.818,,60,60,,37.7,hole_procedural:standard_18x22_small,procedural_hole_standard,True,248,procedural_hole_standard,HoleRescue,Mechanic,A_peak9,standard_18x22_small,-81.1
443,normal,107,shape_symbol,260,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,shape_final_with_supplement,28,42,90,0.984,,13,11.18,,10.8,shape:Symbol:letters-symbols:symbol:procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610,rel:Novelty:ShapeVisual:Shape:Symbol:letters-symbols:symbol:main,True,260,Normal,Shape,Novelty,A_peak9,Symbol,98.8
444,hard,39,dense,161.6,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,direct_pure_topup_slice09_candidates,23,43,159,0.981,1.000,15,9.47,33,897,direct_polish:dense_weave:g14,ok,True,197.4,ok,Pressure,Hard,A_peak9,dense_weave,181.4
445,very_hard,27,sweep,130.3,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,direct_advanced_candidates,24,51,197,0.980,0.993,25,11.57,42,1055,direct_advanced:sweep:g3,ok,True,201.5,ok,Recovery,Recovery,A_peak9,sweep,201.6
446,hard,32,dense,162.8,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,direct_polish_clean_candidates,22,38,136,0.982,0.991,20,10.60,24,569,direct_polish:dense_weave:g2,ok,True,194.3,ok,Normal,Normal,A_peak9,dense_weave,138.1
447,shape,122,shape_object,237,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,shape_final_with_supplement,28,42,91,0.69,,13,11.18,,0.164,shape:Object:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,True,237,Flow,Shape,Novelty,A_peak9,Object,95.3
448,very_hard,31,section,128.8,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,direct_advanced_candidates,24,48,196,0.979,0.993,22,12.96,43,1135,direct_advanced:quasi_symmetry:g1,ok,True,201.3,ok,Pressure,Hard,A_peak9,quasi_symmetry,204.8
449,very_hard,38,lock,118.1,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,direct_pure_topup_slice07_candidates,27,41,181,0.985,0.985,28,11.55,33,993,direct_polish:core_burst:g10,ok,True,199.7,ok,Peak,RelativeExtreme,A_peak9,core_burst,177.0
450,hard,101,section,147.4,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,direct_pure_topup_slice10_candidates,24,44,165,0.982,1.000,23,12.86,36,870,direct_polish:section_unlock:g12,ok,True,198.2,ok,Normal,Normal,A_peak9,section_unlock,166.6
451,hard,26,dense,163.1,direct_pure_topup_10_21_direct_polish_hard_pure_rect_dense_weave_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_21_direct_polish_hard_pure_rect_dense_weave_g12_v10.asset,direct_pure_topup_slice10_candidates,21,41,135,0.971,0.983,23,9.76,31,646,direct_polish:dense_weave:g12,ok,True,192.8,ok,Recovery,Recovery,F_chapter_breath,dense_weave,137.2
452,hard,30,lock,162.9,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,direct_pure_topup_slice07_candidates,23,42,154,0.976,0.976,25,15.40,33,617,direct_polish:lock_buckle:g9,ok,True,195.3,ok,Normal,Normal,F_chapter_breath,lock_buckle,142.2
453,normal,20,shape_character,234,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,shape_final_with_supplement,30,42,88,0.973,,12,10.32,,11.2,shape:Character:animals-mascots:character:procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513,rel:Novelty:ShapeVisual:Shape:Character:animals-mascots:character:main,True,234,Flow,Shape,Novelty,F_chapter_breath,Character,95.1
454,hard,103,section,147.2,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset,direct_pure_topup_slice09_candidates,25,40,159,0.978,0.984,19,10.41,33,834,direct_polish:dual_zone:g14,ok,True,196.4,ok,Pressure,Hard,F_chapter_breath,dual_zone,169.3
455,hard,104,dense,147.1,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,direct_pure_topup_slice07_candidates,22,42,149,0.981,1.000,22,10.86,28,778,direct_polish:dense_weave:g11,ok,True,196.1,ok,Normal,Normal,F_chapter_breath,dense_weave,152.4
456,very_hard,22,section,132.7,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,direct_advanced_candidates,28,50,224,0.985,0.993,26,10.21,45,1585,direct_advanced:section_unlock:g1,ok,True,205.2,ok,Peak,RelativeExtreme,F_chapter_breath,section_unlock,248.6
457,normal,113,sweep,160.8,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,direct_normal_topup_candidates,23,40,117,0.982,0.984,10,8.48,21,589,direct_normal:sweep:g8,ok,True,191.6,ok,Recovery,Recovery,F_chapter_breath,sweep,137.3
458,shape,116,shape_nature,247,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,shape_final_with_supplement,30,42,86,0.491,,12,10.32,,0.163,shape:Nature:SpecialShape,NoRisk|yellow_replacement:StartFakeWide|BottleneckHeavy,True,247,Normal,Shape,Novelty,F_chapter_breath,Nature,95.1
459,very_hard,0,section,110.7,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,direct_pure_topup_slice07_candidates,24,47,180,0.971,0.986,25,13.88,33,866,direct_polish:quasi_symmetry:g10,ok,True,198.3,ok,Normal,Normal,F_chapter_breath,quasi_symmetry,170.3
460,hard,58,lock,159.1,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,direct_pure_topup_slice08_candidates,25,39,156,0.977,0.984,24,12.12,29,703,direct_polish:core_burst:g12,ok,True,196.0,ok,Normal,Normal,F_chapter_breath,core_burst,153.8
461,hard,41,sweep,161.3,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,direct_pure_topup_slice07_candidates,25,41,168,0.985,0.992,16,11.55,35,1019,direct_polish:sweep:g10,ok,True,198.5,ok,Recovery,Recovery,B_peak7_end_calm,sweep,189.5
462,hard,24,dense,163.5,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,direct_pure_topup_slice08_candidates,21,40,135,0.986,0.983,16,7.65,31,755,direct_polish:dense_weave:g13,ok,True,194.2,ok,Normal,Normal,B_peak7_end_calm,dense_weave,154.7
463,shape,125,shape_landmark,246,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,shape_final_with_supplement,30,44,86,0.473,,12,10.32,,0.163,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:StartFakeWide|PeakTooFlat,True,246,Normal,Shape,Novelty,B_peak7_end_calm,Landmark,94.9
464,normal,11,lock,197.7,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset,direct_normal_topup_candidates,22,38,111,0.988,1.000,12,5.81,26,504,direct_normal:lock_buckle:g7,ok,True,192.2,ok,Pressure,Hard,B_peak7_end_calm,lock_buckle,137.0
465,very_hard,32,sweep,127.4,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,direct_advanced_candidates,28,48,213,0.978,0.986,27,11.72,45,1124,direct_advanced:sweep:g2,ok,True,202.9,ok,Recovery,Recovery,B_peak7_end_calm,sweep,216.4
466,hard,85,section,151.8,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset,direct_pure_topup_slice07_candidates,26,40,166,0.976,0.984,21,10.34,31,906,direct_polish:dual_zone:g9,ok,True,197.1,ok,Normal,Normal,B_peak7_end_calm,dual_zone,177.0
467,normal,10,hole_rescue,252,hole_proc_standard_19x23_small_915193_19x23_c62,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_19x23_small_915193_19x23_c62.asset,hole_procedural_candidates,19,23,62,0.835,,62,62,,,hole_procedural:standard_19x23_small,procedural_hole_standard,True,252,procedural_hole_standard,HoleRescue,Mechanic,B_peak7_end_calm,standard_19x23_small,-91.0
468,shape,142,shape_toolui,241,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,shape_final_with_supplement,30,42,84,0.487,,12,10.32,,0.158,shape:ToolUI:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,241,Normal,Shape,Novelty,B_peak7_end_calm,ToolUI,92.0
469,extreme,8,maze,99.7,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset,direct_polish_extreme_long_candidates,38,62,366,0.970,0.995,20,17.09,84,2922,direct_polish:hui_spiral:g9,ok,True,212.1,ok,Pressure,Hard,B_peak7_end_calm,hui_spiral,427.5
470,hard,72,section,156.1,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,direct_pure_topup_slice09_candidates,25,38,149,0.968,0.984,21,13.08,32,650,direct_polish:section_unlock:g10,ok,True,194.3,ok,Recovery,Recovery,B_peak7_end_calm,section_unlock,146.9
471,normal,15,sweep,195.4,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,direct_normal_topup_candidates,22,38,106,0.986,1.000,11,5.29,25,497,direct_normal:sweep:g7,ok,True,191.4,ok,Recovery,Recovery,C_double_wave,sweep,133.6
472,very_hard,30,section,128.8,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,direct_advanced_candidates,28,51,231,0.977,0.981,27,9.88,47,1467,direct_advanced:stair_push:g1,ok,True,204.8,ok,Pressure,Hard,C_double_wave,stair_push,249.9
473,shape,128,shape_landmark,236,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,shape_final_with_supplement,30,42,82,0.481,,11,9.46,,0.164,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,True,236,Flow,Shape,Novelty,C_double_wave,Landmark,92.1
474,very_hard,0,dense,114.2,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,direct_advanced_candidates,26,44,178,0.983,1.000,25,15.90,35,762,direct_advanced:dense_weave:g1,ok,True,199.8,ok,Recovery,Recovery,C_double_wave,dense_weave,161.6
475,very_hard,0,section,116.2,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset,direct_advanced_candidates,24,51,195,0.986,0.986,26,12.24,38,1056,direct_advanced:dual_zone:g0,ok,True,201.5,ok,Normal,Normal,C_double_wave,dual_zone,194.4
476,hard,78,lock,153.8,direct_normal_136_direct_normal_rect_core_burst_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,direct_normal_candidates,23,41,126,0.982,0.984,17,9.56,24,533,direct_normal:core_burst:g1,ok,True,192.8,ok,Pressure,Hard,C_double_wave,core_burst,131.3
477,hard,98,dense,148.2,direct_pure_topup_09_15_direct_polish_hard_pure_rect_dense_weave_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_15_direct_polish_hard_pure_rect_dense_weave_g9_v07.asset,direct_pure_topup_slice09_candidates,25,39,152,0.973,0.976,23,9.38,34,717,direct_polish:dense_weave:g9,ok,True,194.8,ok,Normal,Normal,C_double_wave,dense_weave,154.7
478,shape,59,shape_space,229,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,shape_final_with_supplement,32,42,86,0.553,,12,10.32,,0.163,shape:Space:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,True,229,Flow,Shape,Novelty,C_double_wave,Space,91.8
479,very_hard,9,section,144.8,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset,direct_advanced_candidates,25,44,185,0.987,1.000,24,8.54,41,1276,direct_advanced:quasi_symmetry:g1,ok,True,201.1,ok,Peak,RelativeExtreme,C_double_wave,quasi_symmetry,206.8
480,hard,1,sweep,185.2,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset,direct_pure_topup_slice08_candidates,21,43,141,0.979,0.992,15,5.75,26,871,direct_polish:sweep:g13,ok,True,194.7,ok,Recovery,Recovery,C_double_wave,sweep,173.5
481,normal,123,maze,159.5,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset,direct_normal_candidates,22,38,108,0.986,0.991,17,7.37,24,581,direct_normal:maze_long_chain:g0,ok,True,191.3,ok,Recovery,Recovery,D_visual_middle,maze_long_chain,120.0
