rank,selected,selectRank,selectStatus,bucket,type,score,levelId,path,packs,width,height,chains,tiles,coverage,aspect,outer1,outer2,maxOuterEmptyRun,holeScore,localEmpty8,centerEmpty,openers,avgChoices,minChoices,maxChoices,unlockBursts,maxUnlockBurst,keyLockSteps,firstOuter,lastOuter,endingShort,avgChain,maxChain,regionSwitches,dependencyBlocks,dependencyCycles,dependencyLayerStuck,dependencyMaxRayBlockers,edgeShort,edgeLong,maxEdgeRun,families,qualityFlags,portableValid,portableSolved,portableOpeners,portableScore,portableQuality,details
531,0,0,not_selected,refresh,section,148.0,direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset,direct_pure_topup_slice05_candidates,18,36,86,641,0.989,0.500,1.000,0.985,0,6.7,0.031,0.010,14,7.38,1,14,21,5,6,0.955,0.045,0.333,7.45,13,46,415,0,0,16,1,5,13,direct_normal:dual_zone:g9,ok,True,True,14,189.3,long-straight-run,type=dense; play=89.6; deps=415/0/0
532,0,0,not_selected,refresh,sweep,148.0,direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset,direct_pure_topup_slice04_candidates,18,37,89,652,0.979,0.486,1.000,0.990,0,11.1,0.047,0.024,19,8.79,1,19,18,4,8,0.826,0.130,0.278,7.33,13,54,357,0,0,15,1,2,13,direct_normal:sweep:g8,ok,True,True,19,188.8,long-straight-run,type=lock; play=85.4; deps=357/0/0
533,0,0,not_selected,refresh,section,147.7,direct_pure_topup_04_07_direct_normal_pure_rect_dual_zone_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_07_direct_normal_pure_rect_dual_zone_g6_v01.asset,direct_pure_topup_slice04_candidates,19,33,85,624,0.995,0.576,0.990,0.995,1,5.4,0.031,0.000,19,8.56,1,19,16,5,6,0.864,0.136,0.412,7.34,13,61,308,0,0,14,2,2,11,direct_normal:dual_zone:g6,ok,True,True,19,189.3,ok,type=section; play=81.9; deps=308/0/0
534,0,0,not_selected,refresh,section,147.4,nomask_02_section_unlock,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_02_section_unlock.asset,no_mask_type_preview,16,23,46,362,0.984,0.696,1.000,0.986,0,8.9,0.047,0.017,13,8.83,1,16,9,3,1,0.917,0.500,0.600,7.87,13,28,114,0,0,10,6,3,12,motif:section_unlock,ok,True,True,13,184.1,ok,type=sweep; play=74.4; deps=114/0/0
535,0,0,not_selected,refresh,maze,147.2,nomask_style_expansion_03_hui_spiral_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_03_hui_spiral_mid.asset,no_mask_style_expansion_preview,18,26,31,464,0.991,0.692,0.976,0.975,1,5.9,0.031,0.000,10,7.71,1,11,6,3,1,0.750,1.000,0.714,14.97,252,20,44,0,0,9,7,1,10,motif:hui_spiral,ok,True,True,10,177.9,long-straight-run,type=section; play=65.6; deps=44/0/0
536,0,0,not_selected,refresh,dense,147.0,direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08.asset,direct_pure_topup_slice06_candidates,22,31,95,668,0.979,0.710,0.990,0.990,1,10.6,0.063,0.017,18,10.99,1,22,20,4,7,0.667,0.000,0.316,7.03,13,55,339,0,0,13,2,1,12,direct_normal:dense_weave:g7,ok,True,True,18,189.1,ok,type=sweep; play=82.5; deps=339/0/0
537,0,0,not_selected,refresh,dense,146.7,direct_pure_topup_04_12_direct_normal_pure_rect_dense_weave_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_12_direct_normal_pure_rect_dense_weave_g7_v02.asset,direct_pure_topup_slice04_candidates,19,33,80,618,0.986,0.576,0.990,0.984,1,11.2,0.063,0.019,18,9.93,1,18,14,4,6,0.850,0.100,0.438,7.73,13,45,249,0,0,11,1,3,12,direct_normal:dense_weave:g7,ok,True,True,18,187.9,ok,type=sweep; play=83.6; deps=249/0/0
538,0,0,not_selected,refresh,section,146.2,direct_pure_topup_02_18_direct_refresh_topup_rect_section_unlock_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_18_direct_refresh_topup_rect_section_unlock_g5_v06.asset,direct_pure_topup_slice02_candidates,17,29,56,481,0.976,0.586,0.955,0.970,1,13.3,0.063,0.035,9,10.43,1,15,15,4,4,0.714,0.571,0.583,8.59,15,35,154,0,0,11,5,0,7,direct_refresh:section_unlock:g5,ok,True,True,9,182.5,ok,type=sweep; play=69.9; deps=154/0/0
539,0,0,not_selected,refresh,lock,146.2,nomask_style_expansion_22_center_cross_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_22_center_cross_a.asset,no_mask_style_expansion_preview,16,23,49,362,0.984,0.696,0.986,0.993,1,10.6,0.047,0.026,15,9.51,1,15,10,3,2,0.923,0.538,0.300,7.39,13,33,105,0,0,11,4,4,12,motif:center_cross,ok,True,True,15,183.8,ok,type=sweep; play=74.8; deps=105/0/0
540,0,0,not_selected,refresh,sweep,145.8,direct_pure_topup_04_13_direct_normal_pure_rect_sweep_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_13_direct_normal_pure_rect_sweep_g7_v02.asset,direct_pure_topup_slice04_candidates,20,36,91,704,0.978,0.556,0.991,0.995,1,12.9,0.063,0.032,15,6.53,1,15,20,4,6,0.870,0.087,0.105,7.74,13,48,417,0,0,15,6,5,13,direct_normal:sweep:g7,ok,True,True,15,188.5,long-straight-run,type=section; play=95.5; deps=417/0/0
541,0,0,not_selected,refresh,section,145.7,direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09.asset,direct_pure_topup_slice06_candidates,18,34,84,601,0.982,0.529,1.000,1.000,0,15.3,0.094,0.020,15,8.02,1,16,17,4,5,0.810,0.190,0.471,7.15,13,50,279,0,0,11,5,3,11,direct_normal:section_unlock:g8,ok,True,True,15,188.5,ok,type=dense; play=82.9; deps=279/0/0
542,0,0,not_selected,refresh,lock,145.7,nomask_style_expansion_31_vertical_gate_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_31_vertical_gate_b.asset,no_mask_style_expansion_preview,18,28,62,494,0.980,0.643,1.000,0.994,0,13.7,0.078,0.031,15,8.90,1,19,11,3,4,0.688,0.375,0.308,7.97,22,28,153,0,0,11,6,3,12,motif:vertical_gate,ok,True,True,15,173.7,long-straight-run,type=lock; play=76.7; deps=153/0/0
543,0,0,not_selected,refresh,lock,145.6,direct_pure_topup_06_19_direct_normal_pure_rect_lock_buckle_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_19_direct_normal_pure_rect_lock_buckle_g8_v09.asset,direct_pure_topup_slice06_candidates,19,37,94,693,0.986,0.514,1.000,0.990,0,10.2,0.047,0.022,11,9.45,1,15,20,4,5,0.667,0.042,0.158,7.37,13,53,426,0,0,19,1,3,11,direct_normal:lock_buckle:g8,ok,True,True,11,190.0,ok,type=lock; play=85.5; deps=426/0/0
544,0,0,not_selected,refresh,dense,145.3,nomask_style_expansion_32_dense_kernel_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_32_dense_kernel_tall.asset,no_mask_style_expansion_preview,17,29,51,489,0.992,0.586,1.000,0.994,0,4.9,0.031,0.006,10,7.39,1,13,13,3,2,0.692,0.462,0.364,9.59,121,31,133,0,0,9,5,6,13,motif:dense_kernel,ok,True,True,10,185.4,long-straight-run,type=section; play=80.4; deps=133/0/0
545,0,0,not_selected,refresh,section,144.5,nomask_style_expansion_29_four_pockets_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_29_four_pockets_b.asset,no_mask_style_expansion_preview,17,24,51,402,0.985,0.708,1.000,1.000,0,10.2,0.047,0.021,15,8.43,1,15,5,3,3,0.538,0.692,0.273,7.88,13,30,120,0,0,10,5,2,12,motif:four_pockets,ok,True,True,15,184.8,ok,type=dense; play=68.2; deps=120/0/0
546,0,0,not_selected,refresh,dense,143.7,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset,direct_pure_topup_slice06_candidates,19,38,95,705,0.976,0.500,0.964,0.981,1,13.4,0.063,0.017,17,9.20,1,19,17,4,6,0.833,0.125,0.526,7.42,13,45,387,0,0,16,4,2,11,direct_normal:dense_weave:g6,ok,True,True,17,187.6,ok,type=section; play=81.3; deps=387/0/0
547,0,0,not_selected,refresh,lock,143.5,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset,direct_pure_topup_slice04_candidates,18,38,88,671,0.981,0.474,0.991,0.995,1,12.9,0.078,0.018,15,7.24,1,15,20,5,3,0.727,0.182,0.222,7.63,13,58,355,0,0,21,2,4,12,direct_normal:core_burst:g6,ok,True,True,15,188.4,ok,type=dense; play=85.3; deps=355/0/0
548,0,0,not_selected,refresh,sweep,143.5,nomask_style_expansion_18_zig_river_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_18_zig_river_mid.asset,no_mask_style_expansion_preview,20,29,69,570,0.983,0.690,0.989,0.994,1,15.7,0.094,0.029,13,11.91,1,20,14,4,7,0.778,0.444,0.357,8.26,65,42,223,0,0,14,7,1,12,motif:zig_river,ok,True,True,13,186.2,long-straight-run,type=sweep; play=75.1; deps=223/0/0
549,0,0,not_selected,refresh,dense,142.4,direct_pure_topup_06_20_direct_normal_pure_rect_dense_weave_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_20_direct_normal_pure_rect_dense_weave_g8_v09.asset,direct_pure_topup_slice06_candidates,20,32,87,632,0.988,0.625,0.990,0.990,1,11.4,0.063,0.026,15,8.76,1,18,16,5,7,0.682,0.136,0.167,7.26,13,50,335,0,0,12,3,4,13,direct_normal:dense_weave:g8,ok,True,True,15,188.9,long-straight-run,type=lock; play=82.1; deps=335/0/0
550,0,0,not_selected,refresh,dense,141.9,direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset,direct_pure_topup_slice05_candidates,20,35,89,693,0.990,0.571,0.991,0.995,1,7.0,0.031,0.017,22,9.08,1,22,17,4,6,0.913,0.087,0.444,7.79,13,55,318,0,0,12,2,3,13,direct_normal:dense_weave:g9,ok,True,True,22,189.4,too-open|long-straight-run,type=lock; play=82.7; deps=318/0/0
551,0,0,not_selected,refresh,dense,141.3,direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset,direct_pure_topup_slice05_candidates,22,34,96,734,0.981,0.647,0.981,0.986,1,12.4,0.063,0.031,18,8.06,1,18,21,3,2,0.875,0.000,0.350,7.65,13,52,416,0,0,12,0,4,13,asset:direct_pure_topup_05_01_direct_n,ok,True,True,18,189.0,long-straight-run,type=dense; play=86.0; deps=416/0/0
552,0,0,not_selected,refresh,lock,141.0,direct_pure_topup_02_14_direct_refresh_topup_rect_core_burst_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_14_direct_refresh_topup_rect_core_burst_g4_v05.asset,direct_pure_topup_slice02_candidates,16,25,59,392,0.980,0.640,1.000,0.966,0,9.3,0.047,0.016,11,10.54,1,15,10,5,4,0.600,0.800,0.667,6.64,11,33,155,0,0,11,9,0,7,direct_refresh:core_burst:g4,ok,True,True,11,185.3,ok,type=sweep; play=62.4; deps=155/0/0
553,0,0,not_selected,refresh,maze,141.0,direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset,direct_pure_topup_slice04_candidates,18,37,94,659,0.989,0.486,1.000,1.000,0,7.8,0.047,0.010,17,9.39,1,17,20,3,5,0.917,0.042,0.421,7.01,13,50,343,0,0,16,5,3,11,direct_normal:maze_long_chain:g7,ok,True,True,17,190.3,ok,type=lock; play=84.5; deps=343/0/0
554,0,0,not_selected,refresh,lock,140.2,direct_pure_topup_03_06_direct_refresh_topup_rect_core_burst_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_06_direct_refresh_topup_rect_core_burst_g0_v07.asset,direct_pure_topup_slice03_candidates,14,29,57,387,0.953,0.483,0.951,0.955,1,21.7,0.094,0.051,12,9.98,1,14,11,2,0,0.733,0.600,0.833,6.79,11,34,139,0,0,8,10,0,4,direct_refresh:core_burst:g0,ok,True,True,12,180.4,ok,type=sweep; play=63.4; deps=139/0/0
555,0,0,not_selected,refresh,sweep,140.1,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset,direct_pure_topup_slice06_candidates,20,33,84,649,0.983,0.606,0.980,0.974,1,9.5,0.047,0.004,15,9.57,1,20,21,4,4,0.571,0.238,0.235,7.73,13,55,368,0,0,20,2,2,11,direct_normal:sweep:g6,ok,True,True,15,187.7,ok,type=sweep; play=77.0; deps=368/0/0
556,0,0,not_selected,refresh,sweep,139.7,direct_pure_topup_01_13_direct_refresh_topup_rect_sweep_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_13_direct_refresh_topup_rect_sweep_g1_v02.asset,direct_pure_topup_slice01_candidates,15,24,53,351,0.975,0.625,0.973,0.957,1,10.3,0.047,0.024,13,11.66,1,17,10,3,5,0.857,0.714,0.727,6.62,11,35,119,0,0,8,11,0,7,direct_refresh:sweep:g1,ok,True,True,13,182.9,ok,type=sweep; play=64.1; deps=119/0/0
557,0,0,not_selected,refresh,lock,139.6,nomask_style_expansion_10_key_door_a,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_10_key_door_a.asset,no_mask_style_expansion_preview,17,24,49,403,0.988,0.708,1.000,0.986,0,7.5,0.047,0.000,15,10.76,1,16,10,3,3,0.692,0.385,0.900,8.22,72,33,110,0,0,14,5,2,17,motif:key_door,ok,True,True,15,182.8,long-straight-run,type=sweep; play=69.0; deps=110/0/0
558,0,0,not_selected,refresh,maze,139.4,nomask_style_expansion_20_long_corridor_b,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_20_long_corridor_b.asset,no_mask_style_expansion_preview,20,28,66,551,0.984,0.714,1.000,0.983,0,11.8,0.063,0.026,15,11.44,1,17,14,5,7,0.824,0.471,0.500,8.35,17,41,200,0,0,13,5,3,12,motif:long_corridor,ok,True,True,15,186.5,long-straight-run,type=sweep; play=75.5; deps=200/0/0
559,0,0,not_selected,refresh,section,139.3,direct_pure_topup_04_18_direct_normal_pure_rect_section_unlock_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_18_direct_normal_pure_rect_section_unlock_g8_v03.asset,direct_pure_topup_slice04_candidates,20,36,88,711,0.988,0.556,0.991,0.995,1,6.8,0.031,0.008,10,9.58,1,15,20,3,8,0.773,0.136,0.278,8.08,13,50,347,0,0,19,1,6,13,direct_normal:section_unlock:g8,ok,True,True,10,189.0,long-straight-run,type=sweep; play=83.2; deps=347/0/0
560,0,0,not_selected,refresh,sweep,138.2,direct_pure_topup_02_09_direct_refresh_topup_rect_outer_shell_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_09_direct_refresh_topup_rect_outer_shell_g4_v05.asset,direct_pure_topup_slice02_candidates,14,26,54,354,0.973,0.538,0.947,0.972,1,11.9,0.063,0.025,11,9.52,1,13,10,3,3,0.643,0.857,0.727,6.56,11,35,175,0,0,9,8,0,6,asset:direct_pure_topup_02_09_direct_r,ok,True,True,11,181.6,ok,type=sweep; play=59.8; deps=175/0/0
561,0,0,not_selected,refresh,lock,138.1,direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09.asset,direct_pure_topup_slice06_candidates,22,31,87,666,0.977,0.710,0.980,0.985,1,14.1,0.078,0.030,18,9.17,1,19,13,5,5,0.909,0.136,0.333,7.66,13,55,358,0,0,16,1,4,12,asset:direct_pure_topup_06_17_direct_n,ok,True,True,18,187.4,long-straight-run,type=lock; play=83.8; deps=358/0/0
562,0,0,not_selected,refresh,section,136.8,direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_15_direct_normal_pure_rect_dual_zone_g7_v02.asset,direct_pure_topup_slice04_candidates,22,34,98,738,0.987,0.647,1.000,0.986,0,11.8,0.078,0.012,19,9.64,1,21,21,4,7,0.880,0.280,0.400,7.53,13,51,396,0,0,14,5,2,12,direct_normal:dual_zone:g7,ok,True,True,19,190.6,ok,type=sweep; play=81.8; deps=396/0/0
563,0,0,not_selected,refresh,lock,136.6,direct_pure_topup_02_22_direct_refresh_topup_rect_core_burst_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_22_direct_refresh_topup_rect_core_burst_g5_v06.asset,direct_pure_topup_slice02_candidates,17,27,54,448,0.976,0.630,0.988,0.975,1,13.4,0.063,0.038,16,9.31,1,16,10,2,0,0.786,0.357,0.273,8.30,13,36,135,0,0,9,3,4,12,direct_refresh:core_burst:g5,ok,True,True,16,183.8,ok,type=shell; play=76.6; deps=135/0/0
564,0,0,not_selected,refresh,section,136.5,nomask_style_06_stair_ladder,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_06_stair_ladder.asset,no_mask_style_preview,16,24,59,370,0.964,0.667,0.947,0.931,1,17.0,0.078,0.032,18,10.07,1,19,7,3,2,0.733,0.400,0.583,6.27,11,38,120,0,0,9,12,0,6,motif:stair_ladder,ok,True,True,18,181.4,ok,type=sweep; play=67.7; deps=120/0/0
565,0,0,not_selected,refresh,section,136.5,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_137_direct_normal_rect_dual_zone_g1_v14.asset,direct_normal_candidates,21,37,100,766,0.986,0.568,1.000,0.991,0,11.0,0.063,0.016,17,7.75,1,17,21,4,5,0.760,0.160,0.400,7.66,13,48,505,0,0,17,4,5,12,direct_normal:dual_zone:g1,ok,True,True,17,190.7,ok,type=dense; play=86.7; deps=505/0/0
566,0,0,not_selected,refresh,maze,135.8,direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_08_direct_normal_pure_rect_maze_long_chain_g6_v01.asset,direct_pure_topup_slice04_candidates,20,36,92,710,0.986,0.556,0.972,0.981,1,11.0,0.063,0.016,20,10.75,1,23,17,4,6,0.696,0.000,0.211,7.72,13,54,413,0,0,18,1,3,12,direct_normal:maze_long_chain:g6,ok,True,True,20,188.5,ok,type=sweep; play=84.0; deps=413/0/0
567,0,0,not_selected,refresh,dense,135.2,direct_normal_topup_75_direct_normal_topup_rect_dense_weave_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_75_direct_normal_topup_rect_dense_weave_g9_v10.asset,direct_normal_topup_candidates,21,36,100,746,0.987,0.583,1.000,0.995,0,9.7,0.047,0.016,19,10.03,1,19,17,5,7,0.720,0.120,0.350,7.46,13,65,429,0,0,15,3,3,12,direct_normal:dense_weave:g9,ok,True,True,19,190.8,ok,type=sweep; play=81.2; deps=429/0/0
568,0,0,not_selected,refresh,maze,134.5,direct_normal_30_direct_normal_rect_maze_long_chain_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_30_direct_normal_rect_maze_long_chain_g2_v03.asset,direct_normal_candidates,20,38,100,745,0.980,0.526,0.982,0.981,1,13.2,0.078,0.023,18,8.63,1,19,18,3,4,0.760,0.000,0.250,7.45,13,45,373,0,0,16,3,5,13,direct_normal:maze_long_chain:g2,ok,True,True,18,189.4,long-straight-run,type=lock; play=85.4; deps=373/0/0
569,0,0,not_selected,refresh,lock,133.3,direct_pure_topup_06_06_direct_normal_pure_rect_core_burst_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_06_direct_normal_pure_rect_core_burst_g6_v07.asset,direct_pure_topup_slice06_candidates,21,36,94,742,0.981,0.583,0.973,0.986,1,12.2,0.063,0.028,23,12.11,1,24,19,3,3,0.833,0.083,0.368,7.89,13,48,287,0,0,14,5,2,12,direct_normal:core_burst:g6,ok,True,True,23,188.4,too-open,type=sweep; play=83.2; deps=287/0/0
570,0,0,not_selected,refresh,lock,130.3,direct_pure_topup_05_14_direct_normal_pure_rect_core_burst_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_14_direct_normal_pure_rect_core_burst_g10_v05.asset,direct_pure_topup_slice05_candidates,20,34,89,668,0.982,0.588,0.971,0.980,1,10.8,0.047,0.025,22,8.89,1,22,17,3,3,0.870,0.217,0.444,7.51,13,45,382,0,0,14,5,3,13,direct_normal:core_burst:g10,ok,True,True,22,187.8,too-open|long-straight-run,type=shell; play=81.0; deps=382/0/0
571,0,0,not_selected,refresh,lock,130.2,direct_pure_topup_04_09_direct_normal_pure_rect_outer_shell_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_09_direct_normal_pure_rect_outer_shell_g7_v02.asset,direct_pure_topup_slice04_candidates,21,32,87,657,0.978,0.656,1.000,0.990,0,12.8,0.063,0.031,19,9.17,1,20,16,3,6,0.955,0.182,0.333,7.55,13,51,326,0,0,12,5,6,13,asset:direct_pure_topup_04_09_direct_n,ok,True,True,19,188.4,long-straight-run,type=lock; play=85.2; deps=326/0/0
572,0,0,not_selected,refresh,section,128.6,direct_normal_48_direct_normal_rect_stair_push_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset,direct_normal_candidates,22,35,100,760,0.987,0.629,0.991,0.991,1,8.4,0.047,0.015,18,6.86,1,18,23,3,6,0.720,0.280,0.400,7.60,13,63,557,0,0,16,4,5,12,direct_normal:stair_push:g4,ok,True,True,18,190.4,ok,type=dense; play=85.3; deps=557/0/0
573,0,0,not_selected,refresh,lock,126.8,direct_pure_topup_06_14_direct_normal_pure_rect_core_burst_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_14_direct_normal_pure_rect_core_burst_g7_v08.asset,direct_pure_topup_slice06_candidates,19,37,95,694,0.987,0.514,0.991,0.990,1,8.0,0.047,0.009,21,10.99,1,23,16,6,5,0.833,0.125,0.368,7.31,13,72,392,0,0,16,3,3,12,direct_normal:core_burst:g7,ok,True,True,21,189.8,too-open,type=sweep; play=80.4; deps=392/0/0
574,0,0,not_selected,refresh,maze,126.4,direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07.asset,direct_pure_topup_slice06_candidates,18,34,85,589,0.962,0.529,0.940,0.958,1,18.8,0.109,0.020,22,10.68,1,22,11,4,1,0.727,0.227,0.294,6.93,13,51,280,0,0,16,6,3,11,direct_normal:maze_long_chain:g6,ok,True,True,22,184.1,too-open,type=sweep; play=78.0; deps=280/0/0
575,0,0,not_selected,refresh,sweep,122.3,direct_pure_topup_06_01_direct_normal_pure_rect_outer_shell_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_01_direct_normal_pure_rect_outer_shell_g6_v07.asset,direct_pure_topup_slice06_candidates,21,37,97,762,0.981,0.568,0.964,0.981,1,15.7,0.078,0.024,25,10.37,1,25,15,5,3,0.800,0.120,0.350,7.86,13,62,320,0,0,15,7,3,13,asset:direct_pure_topup_06_01_direct_n,ok,True,True,25,188.3,too-open|long-straight-run,type=sweep; play=79.8; deps=320/0/0
