order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,order_i,chains_i,score_f,openers_i,avgChoices_f,dep_i,_style,_pressure,slotRole,relativeDifficulty,template,styleKey,pressureScore
447,normal,218,lock,138.5,direct_normal_133_direct_normal_rect_lock_buckle_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_133_direct_normal_rect_lock_buckle_g1_v14.asset,direct_normal_candidates,21,39,106,0.982,0.966,25,11.70,15,386,direct_normal:lock_buckle:g1,ok;rel:Normal:Normal,True,189.5,ok,447,106,138.5,25,11.7,386,lock_buckle,88.38,Normal,Normal,E_early_peak,lock_buckle,88.4
448,shape,122,shape_object,237,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,shape_final_with_supplement,28,42,91,0.69,,13,11.18,,0.164,shape:Object:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,True,237,Flow,448,91,237.0,13,11.18,0,Object,95.336,Shape,Novelty,E_early_peak,Object,95.3
449,refresh,110,sweep,156.8,direct_pure_topup_02_05_direct_refresh_topup_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_05_direct_refresh_topup_rect_sweep_g3_v04.asset,direct_pure_topup_slice02_candidates,17,28,62,0.992,1.000,14,8.18,13,195,direct_refresh:sweep:g3,ok;rel:Recovery:Recovery,True,186.7,ok,449,62,156.8,14,8.18,195,sweep,62.72500000000001,Recovery,Recovery,E_early_peak,sweep,62.7
450,normal,217,lock,138.9,direct_normal_topup_76_direct_normal_topup_rect_core_burst_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_76_direct_normal_topup_rect_core_burst_g9_v10.asset,direct_normal_topup_candidates,22,38,107,0.980,0.966,27,12.50,17,457,direct_normal:core_burst:g9,ok;rel:Normal:Normal,True,189.5,ok,450,107,138.9,27,12.5,457,core_burst,87.69700000000002,Normal,Normal,E_early_peak,core_burst,87.7
451,hard,21,section,164.3,direct_polish_clean_10_direct_polish_normal_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_10_direct_polish_normal_rect_section_unlock_g1_v02.asset,direct_polish_clean_candidates,22,37,126,0.977,0.991,18,7.56,30,616,direct_polish:section_unlock:g1,ok;rel:Normal:Normal,True,192.6,ok,451,126,164.3,18,7.56,616,section_unlock,138.32600000000002,Recovery,Recovery,A_peak9,section_unlock,138.3
452,refresh,69,sweep,166.0,nomask_style_expansion_06_snake_spine_mid,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_06_snake_spine_mid.asset,no_mask_style_expansion_preview,18,27,61,0.994,1.000,13,7.89,12,196,motif:snake_spine,ok;rel:Recovery:Recovery,True,186.8,long-straight-run,452,61,166.0,13,7.89,196,snake_spine,65.338,Normal,Normal,A_peak9,snake_spine,65.3
453,normal,20,shape_character,234,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,shape_final_with_supplement,30,42,88,0.973,,12,10.32,,11.2,shape:Character:animals-mascots:character:procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513,rel:Novelty:ShapeVisual:Shape:Character:animals-mascots:character:main,True,234,Flow,453,88,234.0,12,10.32,11,Character,95.12899999999999,Shape,Novelty,A_peak9,Character,95.1
454,very_hard,21,section,133.8,direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_22_direct_advanced_veryhard_rect_quasi_symmetry_g2_v03.asset,direct_advanced_candidates,26,47,199,0.980,0.993,26,10.02,38,1321,direct_advanced:quasi_symmetry:g2,ok;rel:Hard:Pressure,True,201.7,ok,454,199,133.8,26,10.02,1321,quasi_symmetry,214.883,Pressure,Hard,A_peak9,quasi_symmetry,214.9
455,refresh,66,lock,127,direct_pure_topup_06_14_direct_normal_pure_rect_core_burst_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_14_direct_normal_pure_rect_core_burst_g7_v08.asset,direct_pure_topup_slice06_candidates,19,37,95,0.987,0.983,21,10.99,16,392,direct_normal:core_burst:g7,ok|yellow_replacement:GrindyLowClear,True,190,too-open,455,95,127.0,21,10.99,392,core_burst,82.39800000000001,Recovery,Recovery,A_peak9,core_burst,82.4
456,hard,96,section,148.5,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,direct_pure_topup_slice08_candidates,23,44,161,0.976,0.977,23,12.01,32,866,direct_polish:dual_zone:g13,ok;rel:Hard:Pressure,True,196.1,ok,456,161,148.5,23,12.01,866,dual_zone,164.222,Normal,Normal,A_peak9,dual_zone,164.2
457,shape,116,shape_nature,247,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,shape_final_with_supplement,30,42,86,0.491,,12,10.32,,0.163,shape:Nature:SpecialShape,NoRisk|yellow_replacement:StartFakeWide|BottleneckHeavy,True,247,Normal,457,86,247.0,12,10.32,0,Nature,95.084,Shape,Novelty,A_peak9,Nature,95.1
458,refresh,32,lock,177.5,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset,direct_pure_topup_slice04_candidates,21,31,76,0.980,0.970,12,6.68,17,272,direct_normal:core_burst:g7,ok;rel:Recovery:Recovery,True,186.0,long-straight-run,458,76,177.5,12,6.68,272,core_burst,88.646,Pressure,Hard,A_peak9,core_burst,88.6
459,hard,101,section,147.4,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,direct_pure_topup_slice10_candidates,24,44,165,0.982,1.000,23,12.86,36,870,direct_polish:section_unlock:g12,ok;rel:Hard:Pressure,True,198.2,ok,459,165,147.4,23,12.86,870,section_unlock,166.63400000000004,Peak,VeryHard,A_peak9,section_unlock,166.6
460,normal,97,lock,163.6,direct_pure_normal_extra_02_20_direct_normal_pure_extra_rect_core_burst_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_20_direct_normal_pure_extra_rect_core_burst_g20_v06.asset,direct_pure_normal_extra_slice02_candidates,19,32,81,0.982,1.000,22,7.72,17,344,direct_normal:core_burst:g20,ok;rel:Recovery:Recovery,True,188.1,ok,460,81,163.6,22,7.72,344,core_burst,77.792,Normal,Normal,A_peak9,core_burst,77.8
461,very_hard,102,section,111,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,direct_pure_topup_slice07_candidates,24,47,180,0.971,0.985,25,13.88,33,866,direct_polish:quasi_symmetry:g10,ok|yellow_replacement:StartFakeWide,True,198,ok,461,180,111.0,25,13.88,866,quasi_symmetry,170.30599999999998,Recovery,Recovery,F_chapter_breath,quasi_symmetry,170.3
462,refresh,88,section,136,nomask_style_06_stair_ladder,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_06_stair_ladder.asset,no_mask_style_preview,16,24,59,0.964,,18,10.07,7,120,motif:stair_ladder,ok|yellow_replacement:StartFakeWide|BottleneckHeavy|PeakTooFlat,True,181,ok,462,59,136.0,18,10.07,120,stair_ladder,44.354,Normal,Normal,F_chapter_breath,stair_ladder,44.4
463,shape,125,shape_landmark,246,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,shape_final_with_supplement,30,44,86,0.473,,12,10.32,,0.163,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:StartFakeWide|PeakTooFlat,True,246,Normal,463,86,246.0,12,10.32,0,Landmark,94.904,Shape,Novelty,F_chapter_breath,Landmark,94.9
464,normal,13,section,196.3,direct_normal_107_direct_normal_rect_dual_zone_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_107_direct_normal_rect_dual_zone_g4_v11.asset,direct_normal_candidates,22,38,110,0.982,1.000,10,6.22,27,575,direct_normal:dual_zone:g4,ok,True,191.6,ok,464,110,196.3,10,6.22,575,dual_zone,140.263,Pressure,Hard,F_chapter_breath,dual_zone,140.3
465,hard,71,section,156.4,direct_pure_topup_08_17_direct_polish_hard_pure_rect_section_unlock_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_17_direct_polish_hard_pure_rect_section_unlock_g13_v05.asset,direct_pure_topup_slice08_candidates,24,43,166,0.978,0.985,25,9.98,35,915,direct_polish:section_unlock:g13,ok;rel:Hard:Pressure,True,197.2,ok,465,166,156.4,25,9.98,915,section_unlock,173.213,Normal,Normal,F_chapter_breath,section_unlock,173.2
466,normal,33,section,178.9,direct_normal_119_direct_normal_rect_quasi_symmetry_g5_v12,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_119_direct_normal_rect_quasi_symmetry_g5_v12.asset,direct_normal_candidates,23,39,111,0.978,1.000,12,7.05,23,567,direct_normal:quasi_symmetry:g5,ok;rel:Normal:Normal,True,191.3,ok,466,111,178.9,12,7.05,567,quasi_symmetry,133.55700000000002,Peak,VeryHard,F_chapter_breath,quasi_symmetry,133.6
467,normal,10,hole_rescue,252,hole_proc_standard_19x23_small_915193_19x23_c62,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_19x23_small_915193_19x23_c62.asset,hole_procedural_candidates,19,23,62,0.835,,62,62,,,hole_procedural:standard_19x23_small,procedural_hole_standard,True,252,procedural_hole_standard,467,62,252.0,62,62.0,0,standard_19x23_small,-91.04,HoleRescue,Mechanic,F_chapter_breath,standard_19x23_small,-91.0
468,shape,128,shape_landmark,236,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,shape_final_with_supplement,30,42,82,0.481,,11,9.46,,0.164,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,True,236,Flow,468,82,236.0,11,9.46,0,Landmark,92.05199999999998,Shape,Novelty,F_chapter_breath,Landmark,92.1
469,normal,3,section,148,direct_normal_topup_77_direct_normal_topup_rect_dual_zone_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_77_direct_normal_topup_rect_dual_zone_g9_v10.asset,direct_normal_topup_candidates,23,40,119,0.982,0.992,14,8.66,23,609,direct_normal:dual_zone:g9,ok|yellow_replacement:StartFakeWide,True,193,ok,469,119,148.0,14,8.66,609,dual_zone,131.767,Normal,Normal,F_chapter_breath,dual_zone,131.8
470,normal,14,section,195.8,direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10.asset,direct_normal_topup_candidates,23,38,110,0.983,0.983,13,5.96,24,558,direct_normal:section_unlock:g9,ok,True,190.9,ok,470,110,195.8,13,5.96,558,section_unlock,135.846,Normal,Normal,F_chapter_breath,section_unlock,135.8
471,normal,83,section,165.9,direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07.asset,direct_normal_topup_candidates,23,39,113,0.979,0.992,17,7.47,27,531,direct_normal:stair_push:g6,ok;rel:Normal:Normal,True,191.3,ok,471,113,165.9,17,7.47,531,stair_push,124.201,Recovery,Recovery,B_peak7_end_calm,stair_push,124.2
472,normal,53,section,172.6,direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08.asset,direct_normal_topup_candidates,23,36,111,0.986,0.982,10,7.50,24,509,direct_normal:quasi_symmetry:g7,ok;rel:Normal:Normal,True,191.2,ok,472,111,172.6,10,7.5,509,quasi_symmetry,132.38299999999998,Normal,Normal,B_peak7_end_calm,quasi_symmetry,132.4
473,shape,142,shape_toolui,241,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,shape_final_with_supplement,30,42,84,0.487,,12,10.32,,0.158,shape:ToolUI:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,241,Normal,473,84,241.0,12,10.32,0,ToolUI,92.00399999999999,Shape,Novelty,B_peak7_end_calm,ToolUI,92.0
474,normal,87,section,165.4,direct_normal_37_direct_normal_rect_dual_zone_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_37_direct_normal_rect_dual_zone_g3_v04.asset,direct_normal_candidates,23,37,114,0.978,0.991,11,9.70,24,500,direct_normal:dual_zone:g3,ok;rel:Recovery:Recovery,True,191.3,ok,474,114,165.4,11,9.7,500,dual_zone,128.41199999999998,Pressure,Hard,B_peak7_end_calm,dual_zone,128.4
475,normal,99,section,163.5,direct_normal_52_direct_normal_rect_section_unlock_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_52_direct_normal_rect_section_unlock_g5_v06.asset,direct_normal_candidates,23,40,112,0.980,0.967,13,8.54,22,619,direct_normal:section_unlock:g5,ok;rel:Normal:Normal,True,190.2,ok,475,112,163.5,13,8.54,619,section_unlock,129.52300000000002,Recovery,Recovery,B_peak7_end_calm,section_unlock,129.5
476,normal,100,section,163.1,direct_normal_108_direct_normal_rect_stair_push_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_108_direct_normal_rect_stair_push_g4_v11.asset,direct_normal_candidates,20,41,106,0.988,1.000,12,7.34,23,585,direct_normal:stair_push:g4,ok;rel:Normal:Normal,True,191.6,ok,476,106,163.1,12,7.34,585,stair_push,125.82100000000001,Normal,Normal,B_peak7_end_calm,stair_push,125.8
477,normal,119,section,160.1,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,direct_normal_candidates,23,36,110,0.981,0.991,13,7.35,22,590,direct_normal:section_unlock:g1,ok;rel:Recovery:Recovery,True,191.1,ok,477,110,160.1,13,7.35,590,section_unlock,128.038,Peak,VeryHard,B_peak7_end_calm,section_unlock,128.0
478,shape,59,shape_space,229,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,shape_final_with_supplement,32,42,86,0.553,,12,10.32,,0.163,shape:Space:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,True,229,Flow,478,86,229.0,12,10.32,0,Space,91.844,Shape,Novelty,B_peak7_end_calm,Space,91.8
479,normal,64,section,168.5,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,direct_pure_topup_slice05_candidates,21,37,106,0.987,1.000,12,9.04,26,479,direct_normal:dual_zone:g10,ok;rel:Normal:Normal,True,191.6,ok,479,106,168.5,12,9.04,479,dual_zone,120.02299999999997,Pressure,Hard,B_peak7_end_calm,dual_zone,120.0
480,normal,181,section,151.6,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,direct_normal_candidates,22,38,113,0.990,1.000,24,7.97,23,472,direct_normal:quasi_symmetry:g2,ok;rel:Normal:Normal,True,192.7,ok,480,113,151.6,24,7.97,472,quasi_symmetry,108.86200000000002,Recovery,Recovery,B_peak7_end_calm,quasi_symmetry,108.9
481,normal,173,section,152.9,direct_normal_58_direct_normal_rect_stair_push_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,direct_normal_candidates,23,37,111,0.985,0.983,19,6.87,23,604,direct_normal:stair_push:g5,ok;rel:Normal:Normal,True,191.2,ok,481,111,152.9,19,6.87,604,stair_push,120.69599999999998,Recovery,Recovery,C_double_wave,stair_push,120.7
482,normal,184,section,151.3,direct_normal_topup_57_direct_normal_topup_rect_section_unlock_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_57_direct_normal_topup_rect_section_unlock_g7_v08.asset,direct_normal_topup_candidates,21,36,104,0.984,1.000,19,8.81,22,465,direct_normal:section_unlock:g7,ok;rel:Normal:Normal,True,191.1,ok,482,104,151.3,19,8.81,465,section_unlock,105.05100000000002,Pressure,Hard,C_double_wave,section_unlock,105.1
483,shape,121,shape_landmark,220,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,shape_final_with_supplement,30,42,82,0.577,,11,9.46,,0.164,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,True,220,Flow,483,82,220.0,11,9.46,0,Landmark,89.17199999999998,Shape,Novelty,C_double_wave,Landmark,89.2
484,normal,79,section,166.1,direct_normal_17_direct_normal_rect_dual_zone_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_17_direct_normal_rect_dual_zone_g1_v02.asset,direct_normal_candidates,21,40,114,0.982,0.983,21,6.89,22,577,direct_normal:dual_zone:g1,ok;rel:Normal:Normal,True,191.3,ok,484,114,166.1,21,6.89,577,dual_zone,122.29099999999998,Recovery,Recovery,C_double_wave,dual_zone,122.3
485,normal,103,section,145,direct_normal_109_direct_normal_rect_quasi_symmetry_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_109_direct_normal_rect_quasi_symmetry_g4_v11.asset,direct_normal_candidates,22,37,107,0.982,0.984,22,9.3,19,531,direct_normal:quasi_symmetry:g4,ok|yellow_replacement:GrindyLowClear,True,191,ok,485,107,145.0,22,9.3,531,quasi_symmetry,104.14500000000001,Normal,Normal,C_double_wave,quasi_symmetry,104.1
486,normal,172,section,152.9,direct_normal_88_direct_normal_rect_stair_push_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_88_direct_normal_rect_stair_push_g2_v09.asset,direct_normal_candidates,22,36,108,0.981,0.973,19,8.13,22,506,direct_normal:stair_push:g2,ok;rel:Normal:Normal,True,190.1,ok,486,108,152.9,19,8.13,506,stair_push,111.998,Pressure,Hard,C_double_wave,stair_push,112.0
487,normal,74,section,167.5,direct_normal_02_direct_normal_rect_section_unlock_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_02_direct_normal_rect_section_unlock_g0_v01.asset,direct_normal_candidates,22,37,102,0.974,1.000,19,7.46,21,382,direct_normal:section_unlock:g0,ok;rel:Recovery:Recovery,True,189.9,ok,487,102,167.5,19,7.46,382,section_unlock,105.49200000000002,Normal,Normal,C_double_wave,section_unlock,105.5
