"order","section10","category","replacementMark","finalStatus","sourcePool","rhythmStyleGroup","productionLane","productionChainLanguage","initialAssetPath","finalAssetPath","initialWidth","initialHeight","initialArea","initialArrowCount","initialChainCount","initialArrowCoverage","finalWidth","finalHeight","finalArea","finalArrowCount","finalChainCount","finalArrowCoverage","arrowDelta","areaDelta","finalIsLargeCanvas","finalIsLowArrowLate"
"425","43","normal","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","","LongChainProbe","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_33_direct_advanced_veryhard_rect_lock_buckle_g0_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","28","48","1344","1320","213","0.9821","27","36","972","921","86","0.9475","-399","-372","True","False"
"426","43","hole","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset","32","24","768","672","80","0.875","32","24","768","672","80","0.875","0","0","True","False"
"427","43","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L427_treasurechest_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","44","40","1760","1311","161","0.7449","44","40","1760","1311","166","0.7449","0","0","True","False"
"428","43","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_03_direct_polish_hard_pure_rect_dual_zone_g10_v08.asset","24","39","936","910","146","0.9722","24","39","936","910","146","0.9722","0","0","True","False"
"429","43","normal","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","","PeelMid","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","27","48","1296","1261","205","0.973","28","38","1064","1016","84","0.9549","-245","-232","True","False"
"430","43","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset","24","39","936","914","147","0.9765","24","39","936","914","147","0.9765","0","0","True","False"
"431","44","normal","KEPT_TARGET_GAP","OriginalTargetMissingHardGate","OriginalV11Fallback","","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset","23","39","897","879","112","0.9799","23","39","897","879","112","0.9799","0","0","True","False"
"432","44","normal","REPLACED","ExternalCandidatePlanned","HubMixedStrict30Refill","","PeelMid","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","24","43","1032","1010","164","0.9787","23","31","713","678","99","0.9509","-332","-319","True","False"
"433","44","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L433_filmroll_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","43","47","2021","1410","161","0.6977","43","47","2021","1427","162","0.7061","17","0","True","False"
"434","44","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset","24","43","1032","1007","162","0.9758","24","43","1032","1007","162","0.9758","0","0","True","False"
"435","44","hole","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset","28","28","784","697","76","0.889","28","28","784","697","76","0.889","0","0","True","False"
"436","44","normal","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","","LongChainProbe","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","27","45","1215","1195","194","0.9835","26","35","910","849","84","0.933","-346","-305","True","False"
"437","44","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset","25","41","1025","1003","164","0.9785","25","41","1025","1003","164","0.9785","0","0","True","False"
"438","44","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L438_giftbox_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","43","43","1849","1373","166","0.7426","43","43","1849","1386","172","0.7496","13","0","True","False"
"439","44","normal","KEPT_CURRENT","After300DeferredForFront300PriorityV3","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset","24","40","960","942","158","0.9812","24","32","768","759","79","0.9883","-183","-192","True","False"
"440","44","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset","23","44","1012","988","161","0.9763","23","44","1012","988","161","0.9763","0","0","True","False"
"441","45","normal","KEPT_TARGET_GAP","OriginalTargetMissingHardGate","OriginalV11Fallback","","FlowPatch","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset","22","36","792","784","105","0.9899","22","36","792","784","105","0.9899","0","0","True","False"
"442","45","hole","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset","34","28","952","853","81","0.896","34","28","952","853","81","0.896","0","0","True","False"
"443","45","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L443_ufo_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","39","31","1209","714","84","0.5906","39","31","1209","714","86","0.5906","0","0","True","False"
"444","45","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","23","43","989","970","159","0.9808","23","43","989","970","159","0.9808","0","0","True","False"
"445","45","normal","KEPT_CURRENT","After300DeferredForFront300PriorityV3","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","24","51","1224","1199","197","0.9796","26","35","910","893","87","0.9813","-306","-314","True","False"
"446","45","normal","KEPT_TARGET_GAP","OriginalTargetMissingHardGate","OriginalV11Fallback","","PeelLight","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset","22","38","836","821","136","0.9821","22","38","836","821","136","0.9821","0","0","True","False"
"447","45","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L447_magicbook_compact.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","31","36","1116","790","78","0.7079","31","36","1116","791","95","0.7088","1","0","True","False"
"448","45","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","24","48","1152","1128","196","0.9792","24","48","1152","1128","196","0.9792","0","0","True","False"
"449","45","normal","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","","LongChainProbe","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","27","41","1107","1090","181","0.9846","27","36","972","928","86","0.9547","-162","-135","True","False"
"450","45","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset","24","44","1056","1037","165","0.982","24","44","1056","1037","165","0.982","0","0","True","False"
"451","46","hole","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset","32","30","960","866","90","0.9021","32","30","960","866","90","0.9021","0","0","True","False"
"452","46","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset","23","42","966","943","154","0.9762","23","42","966","943","154","0.9762","0","0","True","False"
"453","46","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L453_fish_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","44","38","1672","902","106","0.5395","44","38","1672","917","111","0.5484","15","0","True","False"
"454","46","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","34","48","1632","1609","156","0.9859","34","48","1632","1609","156","0.9859","0","0","True","False"
"455","46","normal","KEPT_CURRENT","After300DeferredForFront300PriorityV3","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset","22","42","924","906","149","0.9805","24","32","768","757","82","0.9857","-149","-156","True","False"
"456","46","normal","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","","LongChainProbe","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","28","50","1400","1379","224","0.985","29","38","1102","1045","92","0.9483","-334","-298","True","False"
"457","46","normal","KEPT_CURRENT","After300DeferredForFront300PriorityV3","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset","23","40","920","903","117","0.9815","22","30","660","648","74","0.9818","-255","-260","False","False"
"458","46","shape","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L458_star_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","38","38","1444","763","112","0.5284","38","38","1444","766","95","0.5305","3","0","True","False"
"459","46","normal","KEPT_CURRENT","After300DeferredForFront300PriorityV3","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","24","47","1128","1095","180","0.9707","25","33","825","814","81","0.9867","-281","-303","True","False"
"460","46","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset","25","39","975","953","156","0.9774","25","39","975","953","156","0.9774","0","0","True","False"
"461","47","normal","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset","25","41","1025","1010","168","0.9854","25","41","1025","1010","168","0.9854","0","0","True","False"
"462","47","normal","KEPT_TARGET_GAP","OriginalTargetMissingHardGate","OriginalV11Fallback","","PeelLight","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset","21","40","840","828","135","0.9857","21","40","840","828","135","0.9857","0","0","True","False"
